uri,normalized,hisco_category,provenance
,karrenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81925,jaikwil
,karrenman,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,kassier,https://iisg.amsterdam/resource/hisco/code/hisco/33135,jaikwil
,kastelein (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/51050,jaikwil
,kastenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81120,jaikwil
,katoendrukker,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,Katoendrukker,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,katoendrukkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,katoenverver,https://iisg.amsterdam/resource/hisco/code/hisco/75622,jaikwil
,kelderknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77890,jaikwil
,ketelbakker,https://iisg.amsterdam/resource/hisco/code/hisco/87350,jaikwil
,kettingdraaier,https://iisg.amsterdam/resource/hisco/code/hisco/83940,jaikwil
,keurmeester van de haring,https://iisg.amsterdam/resource/hisco/code/hisco/6520,jaikwil
,keurmeester van de hennep,https://iisg.amsterdam/resource/hisco/code/hisco/44330,jaikwil
,keurmeester van de zijde,https://iisg.amsterdam/resource/hisco/code/hisco/44330,jaikwil
,kinderklerenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kistenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,kistenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,kladschilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,klander,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,klanderknecht,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,klanderman,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,klandersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,klavecimbelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94100,jaikwil
,kleermaker,https://iisg.amsterdam/resource/hisco/code/hisco/79100,jaikwil
,Kleermaker,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,kleermaker (leger),https://iisg.amsterdam/resource/hisco/code/hisco/79100,jaikwil
,kleermakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/79100,jaikwil
,kleinschuitvoerder,https://iisg.amsterdam/resource/hisco/code/hisco/98690,jaikwil
,klerenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,klerenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,klerk,https://iisg.amsterdam/resource/hisco/code/hisco/30000,jaikwil
,klerk (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/39990,jaikwil
,klerk (Antwerps kantoor),https://iisg.amsterdam/resource/hisco/code/hisco/39990,jaikwil
,klerk (assurantiekamer),https://iisg.amsterdam/resource/hisco/code/hisco/33940,jaikwil
,klerk (Kamer van desolate boedels),https://iisg.amsterdam/resource/hisco/code/hisco/30000,jaikwil
,klerk (rekenkamer Graafshap Holland),https://iisg.amsterdam/resource/hisco/code/hisco/33940,jaikwil
,klerk (stadssecretarie),https://iisg.amsterdam/resource/hisco/code/hisco/31000,jaikwil
,klerk (Tresorie),https://iisg.amsterdam/resource/hisco/code/hisco/39960,jaikwil
,klerk (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/30000,jaikwil
,klerk (Weeskamer),https://iisg.amsterdam/resource/hisco/code/hisco/33940,jaikwil
,klokkengieter,https://iisg.amsterdam/resource/hisco/code/hisco/72190,jaikwil
,klokkenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84222,jaikwil
,klompenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,knecht,https://iisg.amsterdam/resource/hisco/code/hisco/54020,jaikwil
,knecht (haven),https://iisg.amsterdam/resource/hisco/code/hisco/97145,jaikwil
,knecht (Krijgsraad),https://iisg.amsterdam/resource/hisco/code/hisco/62660,jaikwil
,knecht (Pesthuis),https://iisg.amsterdam/resource/hisco/code/hisco/54090,jaikwil
,knecht (private dienst),https://iisg.amsterdam/resource/hisco/code/hisco/99900,jaikwil
,knecht (schuit),https://iisg.amsterdam/resource/hisco/code/hisco/98190,jaikwil
,knecht (Staalhuis),https://iisg.amsterdam/resource/hisco/code/hisco/54020,jaikwil
,knecht (veer),https://iisg.amsterdam/resource/hisco/code/hisco/98190,jaikwil
,knecht (Waag),https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,knopengieter,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,knopenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,knopenmaker (leger),https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,knopenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,knopenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,koehouwer,https://iisg.amsterdam/resource/hisco/code/hisco/61240,jaikwil
,Koehouwer,https://iisg.amsterdam/resource/hisco/code/hisco/61240,jaikwil
,koekenbakker,https://iisg.amsterdam/resource/hisco/code/hisco/77630,jaikwil
,koekenbakkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/77630,jaikwil
,koekenbakkersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77630,jaikwil
,koerier,https://iisg.amsterdam/resource/hisco/code/hisco/37040,jaikwil
,koetsier,https://iisg.amsterdam/resource/hisco/code/hisco/98620,jaikwil
,koeverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,kofferbeslager,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,koffermaker,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,koffiemaker,https://iisg.amsterdam/resource/hisco/code/hisco/77750,jaikwil
,koffiestamper,https://iisg.amsterdam/resource/hisco/code/hisco/77750,jaikwil
,koffieverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kok,https://iisg.amsterdam/resource/hisco/code/hisco/53100,jaikwil
,kokermaker,https://iisg.amsterdam/resource/hisco/code/hisco/89990,jaikwil
,Kokermaker,https://iisg.amsterdam/resource/hisco/code/hisco/89990,jaikwil
,koksgezel,https://iisg.amsterdam/resource/hisco/code/hisco/53100,jaikwil
,koldermaker,https://iisg.amsterdam/resource/hisco/code/hisco/79140,jaikwil
,kolenmeter,https://iisg.amsterdam/resource/hisco/code/hisco/39150,jaikwil
,kolkmeter,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,kolonel te paard (landsdienst),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kolvenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89200,jaikwil
,kombuizenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79140,jaikwil
,kommenijhouder,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kompasmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,kompasmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,konterfeiter,https://iisg.amsterdam/resource/hisco/code/hisco/16130,jaikwil
,kooiman,https://iisg.amsterdam/resource/hisco/code/hisco/64990,jaikwil
,koopman,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,Koopman,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,koopman (scheeps),https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,koopmansdienaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,koopmansgezel,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,koordbandmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,koordenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,koordenwinkelier,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,koordwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,koperdraadtrekker,https://iisg.amsterdam/resource/hisco/code/hisco/95990,jaikwil
,kopergieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,koperslager,https://iisg.amsterdam/resource/hisco/code/hisco/87330,jaikwil
,koperslagersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/87330,jaikwil
,koperwerker,https://iisg.amsterdam/resource/hisco/code/hisco/72500,jaikwil
,koraaltrekker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,koraalverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,korendrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,Korendrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,korenharper,https://iisg.amsterdam/resource/hisco/code/hisco/77100,jaikwil
,korenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,korenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,korenmeter,https://iisg.amsterdam/resource/hisco/code/hisco/39150,jaikwil
,korenschieter,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,korenstorter,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,korenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,korenverschieter,https://iisg.amsterdam/resource/hisco/code/hisco/77190,jaikwil
,korenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/62230,jaikwil
,korenzetter,https://iisg.amsterdam/resource/hisco/code/hisco/39150,jaikwil
,korfmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94220,jaikwil
,kornet,https://iisg.amsterdam/resource/hisco/code/hisco/58330,jaikwil
,korporaal,https://iisg.amsterdam/resource/hisco/code/hisco/58330,jaikwil
,koster,https://iisg.amsterdam/resource/hisco/code/hisco/55140,jaikwil
,koster en schoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/55140,jaikwil
,koster en voorlezer,https://iisg.amsterdam/resource/hisco/code/hisco/55140,jaikwil
,kousenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kousenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75530,jaikwil
,kousenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kousenverver,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,kousenverversgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75690,jaikwil
,kousenwever,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,kouwenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,kraanknecht,https://iisg.amsterdam/resource/hisco/code/hisco/97315,jaikwil
,kramer,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,kramer,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,kramer,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,krijtkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,krijtmakersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,kristal- en plaatsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/88090,jaikwil
,kroezenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89200,jaikwil
,kroondrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,kruidenier,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,kruidenwijnverlater,https://iisg.amsterdam/resource/hisco/code/hisco/45190,jaikwil
,kruier,https://iisg.amsterdam/resource/hisco/code/hisco/97190,jaikwil
,kruikenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,kruitlezer,https://iisg.amsterdam/resource/hisco/code/hisco/62990,jaikwil
,kruitmaker,https://iisg.amsterdam/resource/hisco/code/hisco/61290,jaikwil
,kuiper,https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,kuiper (scheeps),https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,kuipersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,kuipersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,kunstdrukker,https://iisg.amsterdam/resource/hisco/code/hisco/92290,jaikwil
,kunstenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/17990,jaikwil
,kunstschilder,https://iisg.amsterdam/resource/hisco/code/hisco/16130,jaikwil
,kunstverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,kurkenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/73290,jaikwil
,kurkensnijder,https://iisg.amsterdam/resource/hisco/code/hisco/73290,jaikwil
,kussenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,ladenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81190,jaikwil
,lakenbereider,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,lakendrapenier,https://iisg.amsterdam/resource/hisco/code/hisco/75100,jaikwil
,lakenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,lakenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,lakenperser,https://iisg.amsterdam/resource/hisco/code/hisco/56065,jaikwil
,lakenreder,https://iisg.amsterdam/resource/hisco/code/hisco/22300,jaikwil
,lakenspoeler,https://iisg.amsterdam/resource/hisco/code/hisco/75250,jaikwil
,lakenstopper,https://iisg.amsterdam/resource/hisco/code/hisco/79590,jaikwil
,lakenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,lakenverver,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,lakenververgesel,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,lakenverversgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,lakenverversknecht,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,lakenvolder,https://iisg.amsterdam/resource/hisco/code/hisco/75655,jaikwil
,Lakenvolder,https://iisg.amsterdam/resource/hisco/code/hisco/75655,jaikwil
,lakenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,lakenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/62105,jaikwil
,Lakenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,lakenwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,lakenwever,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,lakmaker,https://iisg.amsterdam/resource/hisco/code/hisco/74140,jaikwil
,lakwerker,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,lamoenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,lamoenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,lampenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,lampetmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,lancetmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,land- en zeekaartenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/3160,jaikwil
,landbouwer,https://iisg.amsterdam/resource/hisco/code/hisco/61110,jaikwil
,landkaartenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84990,jaikwil
,landman,https://iisg.amsterdam/resource/hisco/code/hisco/62210,jaikwil
,landmeter,https://iisg.amsterdam/resource/hisco/code/hisco/3020,jaikwil
,landmetersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/3020,jaikwil
,landwerker,https://iisg.amsterdam/resource/hisco/code/hisco/62210,jaikwil
,lantaarnmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84990,jaikwil
,lantaarnvuller,https://iisg.amsterdam/resource/hisco/code/hisco/59990,jaikwil
,Latijnse schoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/13320,jaikwil
,Latijnse Schoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/13320,jaikwil
,leerbereider,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,leerbereidersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,leerhandelaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,leerkleurder,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,leerkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,leermaker,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,leermeester,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,leerschilder,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,leertouwer,https://iisg.amsterdam/resource/hisco/code/hisco/76150,jaikwil
,Leertouwer,https://iisg.amsterdam/resource/hisco/code/hisco/76150,jaikwil
,leertouwersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/76150,jaikwil
,leerwasser,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,leerwerker,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,leestenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,legatuurwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,legatuurwever,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,leidekker,https://iisg.amsterdam/resource/hisco/code/hisco/95320,jaikwil
,leidekker,https://iisg.amsterdam/resource/hisco/code/hisco/95300,jaikwil
,leidekkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/95320,jaikwil
,leidselmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75700,jaikwil
,lepelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,leraar,https://iisg.amsterdam/resource/hisco/code/hisco/13200,jaikwil
,lerenemmermaker,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,lettergieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,letterzetter,https://iisg.amsterdam/resource/hisco/code/hisco/92120,jaikwil
,Letterzetter,https://iisg.amsterdam/resource/hisco/code/hisco/92120,jaikwil
,licentenmeester,https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,licentiaat in de medicijnen,https://iisg.amsterdam/resource/hisco/code/hisco/1600,jaikwil
,licentiaat in de rechten,https://iisg.amsterdam/resource/hisco/code/hisco/12000,jaikwil
,lichterman,https://iisg.amsterdam/resource/hisco/code/hisco/97145,jaikwil
,Lichterman,https://iisg.amsterdam/resource/hisco/code/hisco/97145,jaikwil
,lid Committee van Justitie,https://iisg.amsterdam/resource/hisco/code/hisco/39340,jaikwil
,lijmzieder,https://iisg.amsterdam/resource/hisco/code/hisco/74220,jaikwil
,lijmziedersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/74220,jaikwil
,lijnbandmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,lijndraaier,https://iisg.amsterdam/resource/hisco/code/hisco/75720,jaikwil
,lijndraaier,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,lijndraaier (scheeps),https://iisg.amsterdam/resource/hisco/code/hisco/75720,jaikwil
,lijndraaiersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75720,jaikwil
,lijnslager,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,Lijnslager,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,lijnwaadpakker,https://iisg.amsterdam/resource/hisco/code/hisco/97152,jaikwil
,lijnwaadreder,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,lijnwaadverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,lijnwaadverver,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,lijnwaadwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75455,jaikwil
,lijnzieder,https://iisg.amsterdam/resource/hisco/code/hisco/74220,jaikwil
,lijstenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,lijstenvergulder,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,linnendoekwever,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,linnenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,linnenlakenpakker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,linnenreder,https://iisg.amsterdam/resource/hisco/code/hisco/75445,jaikwil
,linnenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,linnenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,linnenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/61110,jaikwil
,linnenwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,linnenwever,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,linnenweversgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,lintreder,https://iisg.amsterdam/resource/hisco/code/hisco/75445,jaikwil
,lintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,Lintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,lintwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,lintwever,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,lomperswercker,https://iisg.amsterdam/resource/hisco/code/hisco/49090,jaikwil
,Londenvaarder,https://iisg.amsterdam/resource/hisco/code/hisco/98130,jaikwil
,londenvaarder,https://iisg.amsterdam/resource/hisco/code/hisco/98130,jaikwil
,lontwerper,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,loodgieter,https://iisg.amsterdam/resource/hisco/code/hisco/87105,jaikwil
,loodgietersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/87105,jaikwil
,loodsman,https://iisg.amsterdam/resource/hisco/code/hisco/4240,jaikwil
,loodwitmaker,https://iisg.amsterdam/resource/hisco/code/hisco/74100,jaikwil
,looier,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,looiersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/76145,jaikwil
,loopman,https://iisg.amsterdam/resource/hisco/code/hisco/37040,jaikwil
,luitenant,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant (artillerie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant (cavalerie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant (infanterie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant-kolonel en kapitein (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant-te-water,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant-ter-zee,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitenant-ter-zee (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,luitwerker,https://iisg.amsterdam/resource/hisco/code/hisco/94100,jaikwil
,maaier,https://iisg.amsterdam/resource/hisco/code/hisco/62740,jaikwil
,maarschalk,https://iisg.amsterdam/resource/hisco/code/hisco/62460,jaikwil
,majoor,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,majoor (infanterie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,makelaar,https://iisg.amsterdam/resource/hisco/code/hisco/44130,jaikwil
,Makelaar,https://iisg.amsterdam/resource/hisco/code/hisco/44130,jaikwil
,mandenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94220,jaikwil
,mandenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/94220,jaikwil
,manufactuurwerker,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,marktmeester,https://iisg.amsterdam/resource/hisco/code/hisco/33990,jaikwil
,marskramer,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,mastenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95440,jaikwil
,mastenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,mastwerker,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,mathematicus,https://iisg.amsterdam/resource/hisco/code/hisco/8220,jaikwil
,mathematische instrumentenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,matrassenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79640,jaikwil
,matroos,https://iisg.amsterdam/resource/hisco/code/hisco/98135,jaikwil
,Matroos,https://iisg.amsterdam/resource/hisco/code/hisco/98135,jaikwil
,medicinae doctor,https://iisg.amsterdam/resource/hisco/code/hisco/6105,jaikwil
,meelverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,meester,https://iisg.amsterdam/resource/hisco/code/hisco/13320,jaikwil
,meester leezetter,https://iisg.amsterdam/resource/hisco/code/hisco/80110,jaikwil
,meester-bakker,https://iisg.amsterdam/resource/hisco/code/hisco/77610,jaikwil
,meester-blikslager,https://iisg.amsterdam/resource/hisco/code/hisco/87340,jaikwil
,meester-blokemaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,meester-broodbakker,https://iisg.amsterdam/resource/hisco/code/hisco/77620,jaikwil
,meester-brouwersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/77810,jaikwil
,meester-chirurgijn,https://iisg.amsterdam/resource/hisco/code/hisco/6105,jaikwil
,meester-glazenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,meester-hoedenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,meester-huistimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,meester-kistenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,meester-kleermaker,https://iisg.amsterdam/resource/hisco/code/hisco/79100,jaikwil
,meester-knecht,https://iisg.amsterdam/resource/hisco/code/hisco/99900,jaikwil
,meester-kuiper,https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,meester-kurkensnijder,https://iisg.amsterdam/resource/hisco/code/hisco/63290,jaikwil
,meester-lakenbereider,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,meester-loodgieter,https://iisg.amsterdam/resource/hisco/code/hisco/87105,jaikwil
,meester-messenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83915,jaikwil
,meester-metselaar,https://iisg.amsterdam/resource/hisco/code/hisco/95120,jaikwil
,meester-passementwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75550,jaikwil
,meester-pompmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84190,jaikwil
,meester-pompmaker en -leidekker,https://iisg.amsterdam/resource/hisco/code/hisco/84190,jaikwil
,meester-scheepstimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,meester-schilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,meester-schoenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80110,jaikwil
,meester-slager,https://iisg.amsterdam/resource/hisco/code/hisco/77310,jaikwil
,meester-smid,https://iisg.amsterdam/resource/hisco/code/hisco/83110,jaikwil
