uri,normalized,hisco_category,provenance
,drager,https://iisg.amsterdam/resource/hisco/code/hisco/97190,jaikwil
,drapenier,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,drapenier (duffel),https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,drogetwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75430,jaikwil
,drogist,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,drooggasterijhouder,https://iisg.amsterdam/resource/hisco/code/hisco/51000,jaikwil
,droogscheerder,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,droogscheerder,https://iisg.amsterdam/resource/hisco/code/hisco/75390,jaikwil
,droogscheerdersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,droogscheerdersscharenslijper,https://iisg.amsterdam/resource/hisco/code/hisco/83465,jaikwil
,drossaard,https://iisg.amsterdam/resource/hisco/code/hisco/58220,jaikwil
,drukker,https://iisg.amsterdam/resource/hisco/code/hisco/92110,jaikwil
,duimstokkenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81220,jaikwil
,ebbenhoutdraaier,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,ebbenhoutwerker,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,ebbenhoutwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,edelman,https://iisg.amsterdam/resource/hisco/code/hisco/-1,jaikwil
,edikmaker,https://iisg.amsterdam/resource/hisco/code/hisco/77800,jaikwil
,eerste advocaat (VOC),https://iisg.amsterdam/resource/hisco/code/hisco/12110,jaikwil
,eerste luitenant,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,essayeur,https://iisg.amsterdam/resource/hisco/code/hisco/44330,jaikwil
,extra-ordinaris gezant Staten-Generaal,https://iisg.amsterdam/resource/hisco/code/hisco/32110,jaikwil
,fabriceur,https://iisg.amsterdam/resource/hisco/code/hisco/21110,jaikwil
,fabrikeur,https://iisg.amsterdam/resource/hisco/code/hisco/21110,jaikwil
,fabrikeur (zijden lakens),https://iisg.amsterdam/resource/hisco/code/hisco/21110,jaikwil
,fabrikeur (zijden stoffen),https://iisg.amsterdam/resource/hisco/code/hisco/21110,jaikwil
,factor,https://iisg.amsterdam/resource/hisco/code/hisco/43230,jaikwil
,factor (laken),https://iisg.amsterdam/resource/hisco/code/hisco/43230,jaikwil
,factor (vismarkt),https://iisg.amsterdam/resource/hisco/code/hisco/43230,jaikwil
,factor (wijn),https://iisg.amsterdam/resource/hisco/code/hisco/43230,jaikwil
,factor in greinen stoffen,https://iisg.amsterdam/resource/hisco/code/hisco/43230,jaikwil
,feilwever,https://iisg.amsterdam/resource/hisco/code/hisco/75445,jaikwil
,figuurlintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/74940,jaikwil
,figuursnijder,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,figuurwerker,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,fijnschilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,flesbeslager,https://iisg.amsterdam/resource/hisco/code/hisco/89500,jaikwil
,flessenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89210,jaikwil
,florettrijpmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,fluitenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94100,jaikwil
,fluweeltrijpwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,fluweelwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,foelieslager,https://iisg.amsterdam/resource/hisco/code/hisco/83190,jaikwil
,foeliewerker,https://iisg.amsterdam/resource/hisco/code/hisco/83190,jaikwil
,franjemaker,https://iisg.amsterdam/resource/hisco/code/hisco/75925,jaikwil
,franjewerker,https://iisg.amsterdam/resource/hisco/code/hisco/75925,jaikwil
,Frans schoolmeester,https://iisg.amsterdam/resource/hisco/code/hisco/13200,jaikwil
,Frans-borat-werker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,Frans-saai-werker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,Franse kramer,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,Franse winkelier,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,fruitkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,fruitverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45130,jaikwil
,fulpmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79490,jaikwil
,fulpwerker,https://iisg.amsterdam/resource/hisco/code/hisco/79490,jaikwil
,fulpwerker,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,fulpwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75430,jaikwil
,fulpwever,https://iisg.amsterdam/resource/hisco/code/hisco/79490,jaikwil
,fusteinwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,gaaswerker,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,gaaswever,https://iisg.amsterdam/resource/hisco/code/hisco/75432,jaikwil
,galonwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,garbuleur,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,gardenier,https://iisg.amsterdam/resource/hisco/code/hisco/61270,jaikwil
,garenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,garenlintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,garenspinner,https://iisg.amsterdam/resource/hisco/code/hisco/75220,jaikwil
,garentwijnder,https://iisg.amsterdam/resource/hisco/code/hisco/75240,jaikwil
,gasterijhouder,https://iisg.amsterdam/resource/hisco/code/hisco/51000,jaikwil
,geappointeerde onder kapitein La Roche,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,gebloemd-fluweel-werker,https://iisg.amsterdam/resource/hisco/code/hisco/75625,jaikwil
,gedeputeerde (Staten),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,geelgieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,Geelgieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,geelgietersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,geldverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,generaal,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,generaal (gewezen),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,generaal van de convooien (en licenti‘n),https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,gerstkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,geschutboorder,https://iisg.amsterdam/resource/hisco/code/hisco/83920,jaikwil
,geschutboorder,https://iisg.amsterdam/resource/hisco/code/hisco/95455,jaikwil
,geschutgieter,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,gespenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80290,jaikwil
,getouwmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75710,jaikwil
,geweldige (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/58330,jaikwil
,gietermaker,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,gildeknecht,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,gildeknecht (binnenlandsvaardersgilde),https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,glasblazer,https://iisg.amsterdam/resource/hisco/code/hisco/89120,jaikwil
,glaskoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,glasmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89320,jaikwil
,glasschilder,https://iisg.amsterdam/resource/hisco/code/hisco/89520,jaikwil
,glasschrijver,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,glasverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,glazenbakker,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,glazenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89320,jaikwil
,glazenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,glazenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,glazenschrijver,https://iisg.amsterdam/resource/hisco/code/hisco/95720,jaikwil
,glazenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,glazenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,gommer,https://iisg.amsterdam/resource/hisco/code/hisco/91020,jaikwil
,gordijnmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79990,jaikwil
,gorter,https://iisg.amsterdam/resource/hisco/code/hisco/77120,jaikwil
,gouddraadpletter,https://iisg.amsterdam/resource/hisco/code/hisco/88090,jaikwil
,gouddraadtrekker,https://iisg.amsterdam/resource/hisco/code/hisco/88090,jaikwil
,goudkantwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75452,jaikwil
,goudlakenwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,goudleermaker,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,goudleermakersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,goudleerschilder,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,goudleerwerker,https://iisg.amsterdam/resource/hisco/code/hisco/76100,jaikwil
,goudlintwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75922,jaikwil
,goudpletter,https://iisg.amsterdam/resource/hisco/code/hisco/88070,jaikwil
,goudslager,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,goudsmid,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,goudsmid (scheeps),https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,goudsmidsgezel,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,goudteller,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,goudtrekker,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,goudwerker,https://iisg.amsterdam/resource/hisco/code/hisco/88050,jaikwil
,gouthouder,https://iisg.amsterdam/resource/hisco/code/hisco/88070,jaikwil
,Gouthouwer,https://iisg.amsterdam/resource/hisco/code/hisco/88070,jaikwil
,graankoper,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,gradenbogenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,grafdelver,https://iisg.amsterdam/resource/hisco/code/hisco/59290,jaikwil
,grafdelversknecht,https://iisg.amsterdam/resource/hisco/code/hisco/59290,jaikwil
,grasboer,https://iisg.amsterdam/resource/hisco/code/hisco/61110,jaikwil
,grasmaaier,https://iisg.amsterdam/resource/hisco/code/hisco/62700,jaikwil
,graver,https://iisg.amsterdam/resource/hisco/code/hisco/97400,jaikwil
,graveur,https://iisg.amsterdam/resource/hisco/code/hisco/88080,jaikwil
,graveur (parelmoer),https://iisg.amsterdam/resource/hisco/code/hisco/88080,jaikwil
,greindrapenier,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,greinreder,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,greinwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,grenadier,https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,groentenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,groentenman,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,groentenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45130,jaikwil
,grofgreinwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,grofgreinwerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,grofsmid,https://iisg.amsterdam/resource/hisco/code/hisco/83110,jaikwil
,grofsmidsgezel,https://iisg.amsterdam/resource/hisco/code/hisco/83110,jaikwil
,grootschipper,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,grutter,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,Grutter,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,gruttersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,haakmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83950,jaikwil
,haarkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,Haarkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,haarsnijder,https://iisg.amsterdam/resource/hisco/code/hisco/57025,jaikwil
,haarspinner,https://iisg.amsterdam/resource/hisco/code/hisco/75290,jaikwil
,haarwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75460,jaikwil
,haarwever,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,hagelgieter,https://iisg.amsterdam/resource/hisco/code/hisco/72420,jaikwil
,haken- en ogenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83950,jaikwil
,hakenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83950,jaikwil
,handelaar,https://iisg.amsterdam/resource/hisco/code/hisco/41025,jaikwil
,handschoenenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80310,jaikwil
,hanskuier,https://iisg.amsterdam/resource/hisco/code/hisco/62105,jaikwil
,hanskuierbaas,https://iisg.amsterdam/resource/hisco/code/hisco/21230,jaikwil
,harenkledenwever,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,haringkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,haringman,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,haringpakker,https://iisg.amsterdam/resource/hisco/code/hisco/81930,jaikwil
,harnasmaker,https://iisg.amsterdam/resource/hisco/code/hisco/80320,jaikwil
,harpoenier,https://iisg.amsterdam/resource/hisco/code/hisco/64940,jaikwil
,haute-lisseur-trijpwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,havenmeester,https://iisg.amsterdam/resource/hisco/code/hisco/22290,jaikwil
,heer of vrijheer,https://iisg.amsterdam/resource/hisco/code/hisco/-1,jaikwil
,heetperser,https://iisg.amsterdam/resource/hisco/code/hisco/56065,jaikwil
,heftenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,heftenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,heftensnijder,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,heier,https://iisg.amsterdam/resource/hisco/code/hisco/97440,jaikwil
,heimeester,https://iisg.amsterdam/resource/hisco/code/hisco/95990,jaikwil
,hekelaar,https://iisg.amsterdam/resource/hisco/code/hisco/75145,jaikwil
,hekelmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75145,jaikwil
,hellebaardier (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,hellebaardier (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/58340,jaikwil
,hennepklopper,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,hennepkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,herbarist,https://iisg.amsterdam/resource/hisco/code/hisco/61290,jaikwil
,herbergier,https://iisg.amsterdam/resource/hisco/code/hisco/51020,jaikwil
,Herbergier,https://iisg.amsterdam/resource/hisco/code/hisco/51020,jaikwil
,hertshoornschaver,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,hertshoornwerker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,hoedenbandmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,hoedenkastmaker,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,hoedenkramer,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,hoedenkramersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,hoedenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,hoedenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,hoedenschoonmaker,https://iisg.amsterdam/resource/hisco/code/hisco/56090,jaikwil
,hoedenschuurder,https://iisg.amsterdam/resource/hisco/code/hisco/79320,jaikwil
,hoedenstoffeerder,https://iisg.amsterdam/resource/hisco/code/hisco/79390,jaikwil
,hoedenverver,https://iisg.amsterdam/resource/hisco/code/hisco/79390,jaikwil
,hoefsmid,https://iisg.amsterdam/resource/hisco/code/hisco/83110,jaikwil
,hoefsmidsgezel,https://iisg.amsterdam/resource/hisco/code/hisco/83110,jaikwil
,hoekmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,hoenderenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,hoenderenverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,hoenderverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/45125,jaikwil
,hoepelkoper,https://iisg.amsterdam/resource/hisco/code/hisco/81990,jaikwil
,hof- en commercieraad (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,hofmeester,https://iisg.amsterdam/resource/hisco/code/hisco/22450,jaikwil
,holdraaier,https://iisg.amsterdam/resource/hisco/code/hisco/81230,jaikwil
,holstermaker,https://iisg.amsterdam/resource/hisco/code/hisco/79620,jaikwil
,hondenslager,https://iisg.amsterdam/resource/hisco/code/hisco/31000,jaikwil
,hoofdbaljuw,https://iisg.amsterdam/resource/hisco/code/hisco/58220,jaikwil
,hoofdcommissaris,https://iisg.amsterdam/resource/hisco/code/hisco/20210,jaikwil
,hoofdmeester,https://iisg.amsterdam/resource/hisco/code/hisco/13320,jaikwil
,hoogheemraad,https://iisg.amsterdam/resource/hisco/code/hisco/20110,jaikwil
,hoornbreker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,hopkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,horlogemaker,https://iisg.amsterdam/resource/hisco/code/hisco/84222,jaikwil
,hospes,https://iisg.amsterdam/resource/hisco/code/hisco/51020,jaikwil
,houtdrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,houten schedenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,houtjesmaker,https://iisg.amsterdam/resource/hisco/code/hisco/83990,jaikwil
,houtkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,houtkramer,https://iisg.amsterdam/resource/hisco/code/hisco/45220,jaikwil
,houtscherer,https://iisg.amsterdam/resource/hisco/code/hisco/81945,jaikwil
,houtslager,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,houtteller,https://iisg.amsterdam/resource/hisco/code/hisco/63230,jaikwil
,houtveller,https://iisg.amsterdam/resource/hisco/code/hisco/81945,jaikwil
,houtvlotter,https://iisg.amsterdam/resource/hisco/code/hisco/63140,jaikwil
,houtwerker,https://iisg.amsterdam/resource/hisco/code/hisco/81000,jaikwil
,houtwinkelier,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,houtzaagmolenaar,https://iisg.amsterdam/resource/hisco/code/hisco/81225,jaikwil
,houtzager,https://iisg.amsterdam/resource/hisco/code/hisco/81225,jaikwil
,hovenier,https://iisg.amsterdam/resource/hisco/code/hisco/61270,jaikwil
,Hovenier,https://iisg.amsterdam/resource/hisco/code/hisco/61270,jaikwil
,huidenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,huidenvetter,https://iisg.amsterdam/resource/hisco/code/hisco/76290,jaikwil
,huidenvettersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/76290,jaikwil
,huikenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79140,jaikwil
,huisman,https://iisg.amsterdam/resource/hisco/code/hisco/61115,jaikwil
,huismansknecht,https://iisg.amsterdam/resource/hisco/code/hisco/61115,jaikwil
,huisschilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,huistimmergesel,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,huistimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,huistimmerman,https://iisg.amsterdam/resource/hisco/code/hisco/99999,jaikwil
,huistimmermansgezel,https://iisg.amsterdam/resource/hisco/code/hisco/95410,jaikwil
,hulpwever,https://iisg.amsterdam/resource/hisco/code/hisco/75490,jaikwil
,ijzerdraadkramer,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,ijzerdraadtrekker,https://iisg.amsterdam/resource/hisco/code/hisco/83320,jaikwil
,ijzerdraadtrekker,https://iisg.amsterdam/resource/hisco/code/hisco/83220,jaikwil
,ijzerkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,ijzerkramer,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
,impostmeester,https://iisg.amsterdam/resource/hisco/code/hisco/31020,jaikwil
,inbrenger,https://iisg.amsterdam/resource/hisco/code/hisco/33990,jaikwil
,inbrenger (Bank van Lening),https://iisg.amsterdam/resource/hisco/code/hisco/33990,jaikwil
,ingenieur,https://iisg.amsterdam/resource/hisco/code/hisco/2000,jaikwil
,inktkokerdraaier,https://iisg.amsterdam/resource/hisco/code/hisco/89210,jaikwil
,inspecteur te Wesel (waarnemend),https://iisg.amsterdam/resource/hisco/code/hisco/20210,jaikwil
,instrumentmaker,https://iisg.amsterdam/resource/hisco/code/hisco/84230,jaikwil
,ivoordraaier,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,ivoordrijver,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,ivoorslijper,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,ivorenkammenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,jager,https://iisg.amsterdam/resource/hisco/code/hisco/64960,jaikwil
,japansedekenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75455,jaikwil
,japanserokmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75440,jaikwil
,juwelier,https://iisg.amsterdam/resource/hisco/code/hisco/88010,jaikwil
,Juwelier,https://iisg.amsterdam/resource/hisco/code/hisco/88010,jaikwil
,juwelier en goudsmid,https://iisg.amsterdam/resource/hisco/code/hisco/88010,jaikwil
,kaagman,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,kaagschipper,https://iisg.amsterdam/resource/hisco/code/hisco/4220,jaikwil
,kaardenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/75190,jaikwil
,kaardenspinner,https://iisg.amsterdam/resource/hisco/code/hisco/75220,jaikwil
,kaardenzetter,https://iisg.amsterdam/resource/hisco/code/hisco/75190,jaikwil
,kaarsenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94960,jaikwil
,kaarsenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/94960,jaikwil
,kaartafzetter,https://iisg.amsterdam/resource/hisco/code/hisco/16000,jaikwil
,kaartenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/91090,jaikwil
,kaartenmakersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/91090,jaikwil
,kaaskoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,kaffawerker,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,kaffawerkersgezel,https://iisg.amsterdam/resource/hisco/code/hisco/75000,jaikwil
,kalander,https://iisg.amsterdam/resource/hisco/code/hisco/97130,jaikwil
,kalandermaker,https://iisg.amsterdam/resource/hisco/code/hisco/75190,jaikwil
,kalanderman,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,kalanderman,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,kalandersknecht,https://iisg.amsterdam/resource/hisco/code/hisco/75670,jaikwil
,kalkdrager,https://iisg.amsterdam/resource/hisco/code/hisco/97125,jaikwil
,kalkmeter,https://iisg.amsterdam/resource/hisco/code/hisco/39150,jaikwil
,kalotmaker,https://iisg.amsterdam/resource/hisco/code/hisco/79310,jaikwil
,kamelotwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75440,jaikwil
,kamerbekleder,https://iisg.amsterdam/resource/hisco/code/hisco/75435,jaikwil
,kamerdienaar,https://iisg.amsterdam/resource/hisco/code/hisco/54090,jaikwil
,kameriksdoekwerker,https://iisg.amsterdam/resource/hisco/code/hisco/75400,jaikwil
,kamerschilder,https://iisg.amsterdam/resource/hisco/code/hisco/93120,jaikwil
,kammenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/94990,jaikwil
,kammer,https://iisg.amsterdam/resource/hisco/code/hisco/75145,jaikwil
,kandidaat in de theologie,https://iisg.amsterdam/resource/hisco/code/hisco/14120,jaikwil
,kandidaat theologie,https://iisg.amsterdam/resource/hisco/code/hisco/14100,jaikwil
,kannendekker,https://iisg.amsterdam/resource/hisco/code/hisco/89360,jaikwil
,kannenkoper,https://iisg.amsterdam/resource/hisco/code/hisco/42220,jaikwil
,kannenmaker,https://iisg.amsterdam/resource/hisco/code/hisco/89360,jaikwil
,kanonboorder,https://iisg.amsterdam/resource/hisco/code/hisco/72190,jaikwil
,kanongieter,https://iisg.amsterdam/resource/hisco/code/hisco/72190,jaikwil
,kanunnik,https://iisg.amsterdam/resource/hisco/code/hisco/14140,jaikwil
,kapitein,https://iisg.amsterdam/resource/hisco/code/hisco/4217,jaikwil
,kapitein (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein (artillerie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein (infanterie),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein (oorlogsschip),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein (ratelwacht),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein (rivier),https://iisg.amsterdam/resource/hisco/code/hisco/4220,jaikwil
,kapitein te water,https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein ter zee,https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein ter zee (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein ter zee (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein ter zee (landsdienst),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein-ingenieur,https://iisg.amsterdam/resource/hisco/code/hisco/2000,jaikwil
,kapitein-luitenant,https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein-luitenant (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein-luitenant (in dienst vorst),https://iisg.amsterdam/resource/hisco/code/hisco/58320,jaikwil
,kapitein-luitenant ter zee,https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,kapitein-ter-zee (Admiraliteit),https://iisg.amsterdam/resource/hisco/code/hisco/4215,jaikwil
,karnemelkverkoper,https://iisg.amsterdam/resource/hisco/code/hisco/41030,jaikwil
