uri,label,sameAs_tgn,sameAs_geonames,sameAs_ecartico,provenance
,landhadel,,http://sws.geonames.org/3208225/,,vocopvarenden
,Olderdom,,http://sws.geonames.org/2749601/,,vocopvarenden
,Hocksiel,,http://sws.geonames.org/2899289/,,vocopvarenden
,De Cluindert,,http://sws.geonames.org/2752600/,,vocopvarenden
,Rekum,,http://sws.geonames.org/2849631/,,vocopvarenden
,Rumt,,http://sws.geonames.org/2747808/,,vocopvarenden
,Ginniken,,http://sws.geonames.org/2755498/,,vocopvarenden
,Marssum,,http://sws.geonames.org/2751122/,,vocopvarenden
,Steege,,http://sws.geonames.org/2612689/,,vocopvarenden
,Hoogstede,,http://sws.geonames.org/2899291/,,vocopvarenden
,Puttershoek,,http://sws.geonames.org/2748389/,,vocopvarenden
,Nienburg,,http://sws.geonames.org/6558437/,,vocopvarenden
,Reine,,http://sws.geonames.org/2847645/,,vocopvarenden
,Dungen,,http://sws.geonames.org/2757237/,,vocopvarenden
,Welde,,http://sws.geonames.org/2610613/,,vocopvarenden
,Galmsbul,,http://sws.geonames.org/2865310/,,vocopvarenden
,Ossendrecht,,http://sws.geonames.org/2749223/,,vocopvarenden
,Winsen,,http://sws.geonames.org/2744339/,,vocopvarenden
,Bassum,,http://sws.geonames.org/2758452/,,vocopvarenden
,'t Heiligland,,http://sws.geonames.org/2907650/,,vocopvarenden
,Ternaat,,http://sws.geonames.org/2746424/,,vocopvarenden
,Schinckel,,http://sws.geonames.org/2747621/,,vocopvarenden
,Werven,,http://sws.geonames.org/2744821/,,vocopvarenden
,Hendrik Ido Ambagt,,http://sws.geonames.org/2754408/,,vocopvarenden
,Ballem,,http://sws.geonames.org/2759456/,,vocopvarenden
,Hansberge,,http://sws.geonames.org/2955936/,,vocopvarenden
,Burgerhout,,http://sws.geonames.org/2801471/,,vocopvarenden
,Moort,,http://sws.geonames.org/2750613/,,vocopvarenden
,Tubingen,,http://sws.geonames.org/2820860/,,vocopvarenden
,Limoges,,http://sws.geonames.org/2998286/,,vocopvarenden
,Ewijk,,http://sws.geonames.org/2755957/,,vocopvarenden
,Middelbu,,http://sws.geonames.org/2750896/,,vocopvarenden
,Lippenhuizen,,http://sws.geonames.org/2751551/,,vocopvarenden
,Oldeburg,,http://sws.geonames.org/2857458/,,vocopvarenden
,Reinbach,,http://sws.geonames.org/2847666/,,vocopvarenden
,Zijst,,http://sws.geonames.org/2743977/,,vocopvarenden
,eiland Juist in Oost-Friesland,,http://sws.geonames.org/2894569/,,vocopvarenden
,Frankfoort aan den Oder,,http://sws.geonames.org/2925535/,,vocopvarenden
,Aalten in Gelderland,,http://sws.geonames.org/2760123/,,vocopvarenden
,Spandou,,http://sws.geonames.org/7290252/,,vocopvarenden
,Rintelen,,http://sws.geonames.org/2846523/,,vocopvarenden
,Lehr in Oost-Friesland,,,,ga
,Cabo,,http://sws.geonames.org/3367577/,,vocopvarenden
,Kalmer,,http://sws.geonames.org/2702261/,,vocopvarenden
,Hookziel,,http://sws.geonames.org/2899289/,,vocopvarenden
,Schien,,http://sws.geonames.org/3139075/,,vocopvarenden
,Zeventer in Cleefsland,,http://sws.geonames.org/2743949/,,vocopvarenden
,Cassana,,http://sws.geonames.org/2758033/,,vocopvarenden
,Witmont in Oost-Friesland,,http://sws.geonames.org/2807218/,,vocopvarenden
,Sarengotha,,https://www.wikidata.org/wiki/Q675085,,vocopvarenden
,Eden in Gelderland,,http://sws.geonames.org/2756059/,,vocopvarenden
,Bunnick,,http://sws.geonames.org/2758106/,,vocopvarenden
,Stembert,,http://sws.geonames.org/2786080/,,vocopvarenden
,Kalken,,http://sws.geonames.org/2794802/,,vocopvarenden
,Brasel,,http://sws.geonames.org/3469034/,,vocopvarenden
,Vaart,,http://sws.geonames.org/2747368/,,vocopvarenden
,Wijhe,,http://sws.geonames.org/2744489/,,vocopvarenden
,St. Gillis,,http://sws.geonames.org/2787413/,,vocopvarenden
,Reewijk,,http://sws.geonames.org/2748280/,,vocopvarenden
,Hoorn in Holland,,http://sws.geonames.org/2753638/,,vocopvarenden
,Molquem,,http://sws.geonames.org/2750647/,,vocopvarenden
,Noord Kopping in Zweeden,,http://sws.geonames.org/2688368/,,vocopvarenden
,Otterdorp,,http://sws.geonames.org/2749143/,,vocopvarenden
,Legelandlisten,,http://sws.geonames.org/2694638/,,vocopvarenden
,Kappel,,http://sws.geonames.org/2893023/,,vocopvarenden
,Morra,,http://sws.geonames.org/2750603/,,vocopvarenden
,Jevele,,http://sws.geonames.org/2894897/,,vocopvarenden
,Rees in Cleefsland,,http://sws.geonames.org/2810678/,,vocopvarenden
,Distelberg,,http://sws.geonames.org/2756782/,,vocopvarenden
,Brandenb.,,http://sws.geonames.org/2945356/,,vocopvarenden
,Casteel,,http://sws.geonames.org/2641673/,,vocopvarenden
,Bellecum,,http://sws.geonames.org/2802334/,,vocopvarenden
,Breen,,http://sws.geonames.org/2944388/,,vocopvarenden
,Durlach,,http://sws.geonames.org/2934469/,,vocopvarenden
,Bourg,,http://sws.geonames.org/3031005/,,vocopvarenden
,Eslingen,,http://sws.geonames.org/2928751/,,vocopvarenden
,Halen,,http://sws.geonames.org/2911568/,,vocopvarenden
,Sticht Paterborn,,http://sws.geonames.org/2855745/,,vocopvarenden
,Delftsiel,,http://sws.geonames.org/2757340/,,vocopvarenden
,Weimar,,http://sws.geonames.org/2812482/,,vocopvarenden
,Coninxb.,,http://sws.geonames.org/554234/,,vocopvarenden
,Sardienien,,http://sws.geonames.org/2523227/,,vocopvarenden
,Assenede,,http://sws.geonames.org/2803026/,,vocopvarenden
,Warraga,,http://sws.geonames.org/2745018/,,vocopvarenden
,Ravenstijn,,http://sws.geonames.org/2748308/,,vocopvarenden
,Steenvoort,,http://sws.geonames.org/2973823/,,vocopvarenden
,Vear,,http://sws.geonames.org/9403931/,,vocopvarenden
,Lunteren,,http://sws.geonames.org/2751385/,,vocopvarenden
,Hesse Cassel,,https://www.wikidata.org/wiki/Q168651,,vocopvarenden
,Ulse,,http://sws.geonames.org/2820458/,,vocopvarenden
,Wedde,,http://sws.geonames.org/2744944/,,vocopvarenden
,Quedlinburg,,http://sws.geonames.org/2851465/,,vocopvarenden
,Bolongne,,http://sws.geonames.org/3181928/,,vocopvarenden
,Alstee,,http://sws.geonames.org/2958112/,,vocopvarenden
,Naumberg,,http://sws.geonames.org/2866906/,,vocopvarenden
,Ravensberch,,http://sws.geonames.org/2849802/,,vocopvarenden
,Cochem,,http://sws.geonames.org/2939949/,,vocopvarenden
,Diano,,http://sws.geonames.org/2732773/,,vocopvarenden
,Vuurst,,http://sws.geonames.org/2752018/,,vocopvarenden
,Demrik,,http://sws.geonames.org/2757283/,,vocopvarenden
,Wezlar,,http://sws.geonames.org/2809889/,,vocopvarenden
,Swalenberg,,http://sws.geonames.org/2835360/,,vocopvarenden
,Norden in Friesland,,http://sws.geonames.org/2862118/,,vocopvarenden
,Bakkeveen,,http://sws.geonames.org/2759486/,,vocopvarenden
,Tonden,,http://sws.geonames.org/2746217/,,vocopvarenden
,Oost Marsen,,,,ga
,Werder,,http://sws.geonames.org/2810936/,,vocopvarenden
,Sparwou,,http://sws.geonames.org/2746983/,,vocopvarenden
,Lubke,,http://sws.geonames.org/2875601/,,vocopvarenden
,Oppenhuisen,,http://sws.geonames.org/2749284/,,vocopvarenden
,Wagenbergh,,http://sws.geonames.org/2745090/,,vocopvarenden
,Chattam,,http://sws.geonames.org/2653305/,,vocopvarenden
,Nimwege,,http://sws.geonames.org/2750053/,,vocopvarenden
,Christiaansand in Noorwegen,,http://sws.geonames.org/6942467/,,vocopvarenden
,Scheemt,,http://sws.geonames.org/2747661/,,vocopvarenden
,den Brielle,,http://sws.geonames.org/2758326/,,vocopvarenden
,Excester,,http://sws.geonames.org/2649808/,,vocopvarenden
,Witlich,,http://sws.geonames.org/2807240/,,vocopvarenden
,Ronne,,http://sws.geonames.org/2614553/,,vocopvarenden
,Somergem,,http://sws.geonames.org/2783195/,,vocopvarenden
,Donsburg in Noorwegen,,http://sws.geonames.org/3134331/,,vocopvarenden
,Meerhoed,,http://sws.geonames.org/2791494/,,vocopvarenden
,Oesthuisen,,http://sws.geonames.org/2749366/,,vocopvarenden
,Stoltenau,,http://sws.geonames.org/2826503/,,vocopvarenden
,Philipland,,http://sws.geonames.org/2747221/,,vocopvarenden
,Spakenburg,,,,ga
,Rijpelmonde,,http://sws.geonames.org/2787512/,,vocopvarenden
,Sax,,http://sws.geonames.org/2842566/,,vocopvarenden
,Burk,,http://sws.geonames.org/2758258/,,vocopvarenden
,Tournoij,,http://sws.geonames.org/2785341/,,vocopvarenden
,Suitland,,http://sws.geonames.org/2743683/,,vocopvarenden
,Lucern,,http://sws.geonames.org/2659811/,,vocopvarenden
,Carnten,,http://sws.geonames.org/2774686/,,vocopvarenden
,Ootmars,,http://sws.geonames.org/2749317/,,vocopvarenden
,Doetekum,,http://sws.geonames.org/2756767/,,vocopvarenden
,Hilgersbergh,,http://sws.geonames.org/2754074/,,vocopvarenden
,Dantziek,,http://sws.geonames.org/3099434/,,vocopvarenden
,Haalen,,http://sws.geonames.org/2913200/,,vocopvarenden
,Baden Durlach,,https://www.wikidata.org/wiki/Q650370,,vocopvarenden
,Callo,,http://sws.geonames.org/2794792/,,vocopvarenden
,Quadijk,,http://sws.geonames.org/2752140/,,vocopvarenden
,Warda,,http://sws.geonames.org/777019/,,vocopvarenden
,'t Graafschap Linge,,https://www.wikidata.org/wiki/Q879507,,vocopvarenden
,Vleeker,,http://sws.geonames.org/11746284/,,vocopvarenden
,'t eiland Veur,,http://sws.geonames.org/2925984/,,vocopvarenden
,Heemse,,http://sws.geonames.org/2754700/,,vocopvarenden
,Druten,,http://sws.geonames.org/2756539/,,vocopvarenden
,Beugen,,http://sws.geonames.org/2759027/,,vocopvarenden
,Dauphine,,http://sws.geonames.org/3021686/,,vocopvarenden
,Oost Woude,,,,ga
,Sarentien,,http://sws.geonames.org/3167131/,,vocopvarenden
,Zuphen,,http://sws.geonames.org/2743608/,,vocopvarenden
,Osch,,http://sws.geonames.org/2749234/,,vocopvarenden
,Hamont,,http://sws.geonames.org/2796625/,,vocopvarenden
,Stolpwijk,,http://sws.geonames.org/2746665/,,vocopvarenden
,Cruisnach,,http://sws.geonames.org/2660088/,,vocopvarenden
,Nieukerk bij Amersfoort,,,,ga
,Freren,,http://sws.geonames.org/2924967/,,vocopvarenden
,Lippstad,,http://sws.geonames.org/2876865/,,vocopvarenden
,Nortwalde,,http://sws.geonames.org/2749807/,,vocopvarenden
,Ahaus,,http://sws.geonames.org/2959279/,,vocopvarenden
,Nuremberg,,http://sws.geonames.org/2861650/,,vocopvarenden
,Twente,,,,ga
,Ratingen,,http://sws.geonames.org/2850174/,,vocopvarenden
,Poole,,http://sws.geonames.org/2640101/,,vocopvarenden
,Swin,,http://sws.geonames.org/3083955/,,vocopvarenden
,Stiff Hildesheim,,https://www.wikidata.org/wiki/Q1622364,,vocopvarenden
,Cleeft,,http://sws.geonames.org/2887835/,,vocopvarenden
,Lima,,http://sws.geonames.org/2643312/,,vocopvarenden
,Nameur,,http://sws.geonames.org/2790471/,,vocopvarenden
,Outhuisen,,http://sws.geonames.org/2745970/,,vocopvarenden
,Wanperveen,,http://sws.geonames.org/2745048/,,vocopvarenden
,Graafschap Meurs,,https://www.wikidata.org/wiki/Q328928,,vocopvarenden
,Trigt,,http://sws.geonames.org/2746162/,,vocopvarenden
,Calensoog,,http://sws.geonames.org/2758027/,,vocopvarenden
,Cortgeene,,http://sws.geonames.org/2752399/,,vocopvarenden
,Patna,,http://sws.geonames.org/1260086/,,vocopvarenden
,Peterburg,,http://sws.geonames.org/498817/,,vocopvarenden
,d Haagh,,http://sws.geonames.org/2747373/,,vocopvarenden
,Ceilan,,http://sws.geonames.org/1227604/,,vocopvarenden
,Doederstadt,,http://sws.geonames.org/2934728/,,vocopvarenden
,Antibes,,http://sws.geonames.org/3037456/,,vocopvarenden
,Weener,,http://sws.geonames.org/2813433/,,vocopvarenden
,Witmond in Oost-Friesland,,http://sws.geonames.org/2807218/,,vocopvarenden
,Luic,,http://sws.geonames.org/2792413/,,vocopvarenden
,Wesepe,,http://sws.geonames.org/2744818/,,vocopvarenden
,Teems,,http://sws.geonames.org/2785778/,,vocopvarenden
,Arleveen,,http://sws.geonames.org/2760092/,,vocopvarenden
,Antwepen,,http://sws.geonames.org/2803138/,,vocopvarenden
,Rastede,,http://sws.geonames.org/2850253/,,vocopvarenden
,Frijborgh,,http://sws.geonames.org/6555728/,,vocopvarenden
,Hoedekenskerke,,http://sws.geonames.org/2754035/,,vocopvarenden
,Laubach,,http://sws.geonames.org/2880308/,,vocopvarenden
,Louisa,,http://sws.geonames.org/647571/,,vocopvarenden
,Ter Neus in Noorwegen,,http://sws.geonames.org/6453404/,,vocopvarenden
,Strobos,,http://sws.geonames.org/2746589/,,vocopvarenden
,Frankfort a.m.,,http://sws.geonames.org/2925533/,,vocopvarenden
,Tissel,,http://sws.geonames.org/2746385/,,vocopvarenden
,Nurnburg,,http://sws.geonames.org/2861650/,,vocopvarenden
,Sannebeek,,http://sws.geonames.org/2747515/,,vocopvarenden
,Bleiham,,http://sws.geonames.org/2758815/,,vocopvarenden
,Dodewaart,,http://sws.geonames.org/2756777/,,vocopvarenden
,Limmerijk,,,,ga
,Poperingen,,http://sws.geonames.org/2788726/,,vocopvarenden
,de Diemer Meer,,http://sws.geonames.org/2744976/,,vocopvarenden
,Mantes,,http://sws.geonames.org/2996148/,,vocopvarenden
,Donckerbroeck,,http://sws.geonames.org/2756703/,,vocopvarenden
,Bedum,,http://sws.geonames.org/2759356/,,vocopvarenden
,Hopsten,,http://sws.geonames.org/2899135/,,vocopvarenden
,Besancon,,http://sws.geonames.org/3033123/,,vocopvarenden
,IJzendijk,,http://sws.geonames.org/2753348/,,vocopvarenden
,Lubecx,,http://sws.geonames.org/2875601/,,vocopvarenden
,Ahlen in Munsterland,,,,ga
,Wapsterveen,,http://sws.geonames.org/2745033/,,vocopvarenden
,Jesp,,http://sws.geonames.org/2753240/,,vocopvarenden
,Augustenburg,,http://sws.geonames.org/2624439/,,vocopvarenden
,Utrect,,http://sws.geonames.org/2745912/,,vocopvarenden
,Schans,,http://sws.geonames.org/2747010/,,vocopvarenden
,'t Hessenland,,https://www.wikidata.org/wiki/Q168651,,vocopvarenden
,Nassau Dillenburg,,https://www.wikidata.org/wiki/Q328545,,vocopvarenden
,Benningwolde,,http://sws.geonames.org/2759247/,,vocopvarenden
,den Oudenbosch,,http://sws.geonames.org/2749054/,,vocopvarenden
,Delden in Overijssel,,http://sws.geonames.org/2757370/,,vocopvarenden
,Borgen,,http://sws.geonames.org/3161732/,,vocopvarenden
,Rissen,,http://sws.geonames.org/2748083/,,vocopvarenden
,Wadden,,http://sws.geonames.org/2744944/,,vocopvarenden
,Zoutelande,,http://sws.geonames.org/2743822/,,vocopvarenden
,Emmrich,,http://sws.geonames.org/6559096/,,vocopvarenden
,Hertogenbos,,http://sws.geonames.org/2747351/,,vocopvarenden
,Poitou,,http://sws.geonames.org/2986495/,,vocopvarenden
,Berghals,,http://sws.geonames.org/2759129/,,vocopvarenden
,Lijde,,http://sws.geonames.org/2751773/,,vocopvarenden
,Boekhorst,,http://sws.geonames.org/2758749/,,vocopvarenden
,Haija,,http://sws.geonames.org/2619951/,,vocopvarenden
,Marsille,,http://sws.geonames.org/2995469/,,vocopvarenden
,Savoije,,http://sws.geonames.org/2975518/,,vocopvarenden
,Berkom,,http://sws.geonames.org/2759064/,,vocopvarenden
,Angelo,,http://sws.geonames.org/2725901/,,vocopvarenden
,Amerfoort,,http://sws.geonames.org/2759821/,,vocopvarenden
,Wilsum,,http://sws.geonames.org/2744369/,,vocopvarenden
,Eppingen,,http://sws.geonames.org/2929831/,,vocopvarenden
,Oudega,,http://sws.geonames.org/2749136/,,vocopvarenden
,Gebesee,,http://sws.geonames.org/6550995/,,vocopvarenden
,Sangerhausen,,http://sws.geonames.org/2841693/,,vocopvarenden
,Fredrickhal,,http://sws.geonames.org/3154209/,,vocopvarenden
,Desseldonk,,http://sws.geonames.org/2799494/,,vocopvarenden
,Sprottauw,,http://sws.geonames.org/3083632/,,vocopvarenden
,Limbourg,,http://sws.geonames.org/2792348/,,vocopvarenden
,Berleburg,,http://sws.geonames.org/2953545/,,vocopvarenden
,Lissen,,http://sws.geonames.org/2751547/,,vocopvarenden
,Drobak,,http://sws.geonames.org/3158960/,,vocopvarenden
,Heriansdam,,http://sws.geonames.org/2754656/,,vocopvarenden
,Norde,,http://sws.geonames.org/2862118/,,vocopvarenden
,Barbiesjes,,http://sws.geonames.org/3378535/,,vocopvarenden
,Noordbroek,,http://sws.geonames.org/2749989/,,vocopvarenden
,Bronsbuddel,,http://sws.geonames.org/2943049/,,vocopvarenden
,Coningsb.,,http://sws.geonames.org/554234/,,vocopvarenden
,Wttreght,,http://sws.geonames.org/2745912/,,vocopvarenden
,Oppenraden,,http://sws.geonames.org/2625070/,,vocopvarenden
,Mengede,,http://sws.geonames.org/2871970/,,vocopvarenden
,Charleroi,,http://sws.geonames.org/2800481/,,vocopvarenden
,St. George d'Elmina,,http://sws.geonames.org/2301190/,,vocopvarenden
,Coelleda,,http://sws.geonames.org/2886363/,,vocopvarenden
,Barleduk,,http://sws.geonames.org/3034911/,,vocopvarenden
,Lutten,,http://sws.geonames.org/2751359/,,vocopvarenden
,Itzenhoe,,http://sws.geonames.org/2901984/,,vocopvarenden
,Everberg,,http://sws.geonames.org/2798556/,,vocopvarenden
,uien,,http://sws.geonames.org/2746005/,,vocopvarenden
,Ermsleben,,http://sws.geonames.org/2929377/,,vocopvarenden
,Lancaster,,http://sws.geonames.org/2644972/,,vocopvarenden
,Mol in Brabant,,http://sws.geonames.org/2791067/,,vocopvarenden
,de Wildervanck,,http://sws.geonames.org/2744431/,,vocopvarenden
,Marin,,http://sws.geonames.org/3117408/,,vocopvarenden
,Mülhausen,,http://sws.geonames.org/2991214/,,vocopvarenden
,Twistringen,,http://sws.geonames.org/2820643/,,vocopvarenden
,Helvoort,,http://sws.geonames.org/2754440/,,vocopvarenden
,Loland in Denemarken,,http://sws.geonames.org/2617487/,,vocopvarenden
,Stolburg bij Aken,,,,ga
,Hoogblokland,,http://sws.geonames.org/2753789/,,vocopvarenden
,Luenen,,http://sws.geonames.org/2751523/,,vocopvarenden
,Lissa,,http://sws.geonames.org/3093524/,,vocopvarenden
,Hasele,,http://sws.geonames.org/6693238/,,vocopvarenden
,Borke,,http://sws.geonames.org/2946228/,,vocopvarenden
,Nedersilesien,,https://www.wikidata.org/wiki/Q81720,,vocopvarenden
,eisenag,,http://sws.geonames.org/2931574/,,vocopvarenden
,Farel,,http://sws.geonames.org/2817873/,,vocopvarenden
,Usler,,http://sws.geonames.org/2818094/,,vocopvarenden
,Winda,,http://sws.geonames.org/454310/,,vocopvarenden
,einthoven,,,,ga
,Erpel,,http://sws.geonames.org/2929302/,,vocopvarenden
,Klaholm,,,,ga
,Namus,,http://sws.geonames.org/2790471/,,vocopvarenden
,Gardelegen,,http://sws.geonames.org/2922580/,,vocopvarenden
,Turinge,,http://sws.geonames.org/2822542/,,vocopvarenden
,Hameln,,http://sws.geonames.org/2911271/,,vocopvarenden
,Herfford,,http://sws.geonames.org/2906121/,,vocopvarenden
,Macon,,http://sws.geonames.org/2996882/,,vocopvarenden
,Prenslo,,http://sws.geonames.org/2852218/,,vocopvarenden
,Lubak,,http://sws.geonames.org/2875601/,,vocopvarenden
,Spelle,,http://sws.geonames.org/2830652/,,vocopvarenden
,St Cruis,,,,ga
,Stolham,,http://sws.geonames.org/2826558/,,vocopvarenden
,Sicilië,,,,ga
,Marburg in Hessen,,http://sws.geonames.org/2873759/,,vocopvarenden
,Sours,,http://sws.geonames.org/2973938/,,vocopvarenden
,Schipdorp,,http://sws.geonames.org/2839345/,,vocopvarenden
,Sult,,http://sws.geonames.org/781472/,,vocopvarenden
,Warnemunde,,http://sws.geonames.org/2814055/,,vocopvarenden
,Luzerne,,http://sws.geonames.org/2659811/,,vocopvarenden
,Willebroek,,http://sws.geonames.org/2783632/,,vocopvarenden
,Veurden,,http://sws.geonames.org/2933627/,,vocopvarenden
,Oudeschans,,http://sws.geonames.org/2749010/,,vocopvarenden
,Geul,,http://sws.geonames.org/2755557/,,vocopvarenden
,Swerin,,http://sws.geonames.org/2834282/,,vocopvarenden
,Spremberg,,http://sws.geonames.org/2830085/,,vocopvarenden
,Reus,,http://sws.geonames.org/3111933/,,vocopvarenden
,Heinsen,,http://sws.geonames.org/2907196/,,vocopvarenden
,Aalte,,http://sws.geonames.org/2760123/,,vocopvarenden
,Bedford,,http://sws.geonames.org/2655707/,,vocopvarenden
,Bijlen,,http://sws.geonames.org/2759271/,,vocopvarenden
,Ogt,,http://sws.geonames.org/2749741/,,vocopvarenden
,Blockseil,,,,ga
,Wilshuisen,,,,ga
,Bargen,,http://sws.geonames.org/2759422/,,vocopvarenden
,Gruet,,http://sws.geonames.org/6292217/,,vocopvarenden
,Wilstad,,http://sws.geonames.org/2808417/,,vocopvarenden
,Perneau,,http://sws.geonames.org/589580/,,vocopvarenden
,Enteren,,http://sws.geonames.org/2756065/,,vocopvarenden
,Rheenen in Munsterland,,,,ga
,Burgh,,http://sws.geonames.org/2758081/,,vocopvarenden
,Bergsenhoek bij Rotterdam,,http://sws.geonames.org/2759113/,,vocopvarenden
,Reets,,http://sws.geonames.org/2849548/,,vocopvarenden
,Mardaal,,http://sws.geonames.org/3146463/,,vocopvarenden
,St Ta,,http://sws.geonames.org/2829901/,,vocopvarenden
,Apson,,http://sws.geonames.org/2635680/,,vocopvarenden
,Gotting,,http://sws.geonames.org/2918632/,,vocopvarenden
,Huse,,http://sws.geonames.org/2753504/,,vocopvarenden
,Gapinge,,http://sws.geonames.org/2755736/,,vocopvarenden
,Swaag,,http://sws.geonames.org/2743595/,,vocopvarenden
,Botterop bij Keulen,,http://sws.geonames.org/2945756/,,vocopvarenden
,Hausbergen,,http://sws.geonames.org/2908947/,,vocopvarenden
,Camin,,http://sws.geonames.org/7533056/,,vocopvarenden
,Orlemunde,,http://sws.geonames.org/2857080/,,vocopvarenden
,Capelle op den IJssel,,http://sws.geonames.org/2758012/,,vocopvarenden
,Douveren,,http://sws.geonames.org/2651048/,,vocopvarenden
,Hobach,,http://sws.geonames.org/2903427/,,vocopvarenden
,Arnsted,,http://sws.geonames.org/2955439/,,vocopvarenden
,Timmel,,http://sws.geonames.org/2822163/,,vocopvarenden
,Lubbersveen,,http://sws.geonames.org/2875041/,,vocopvarenden
,Wiedenbrug,,http://sws.geonames.org/2847690/,,vocopvarenden
,Chamberij,,http://sws.geonames.org/3027422/,,vocopvarenden
,Dulm,,http://sws.geonames.org/2820256/,,vocopvarenden
,Grol in Gelderland,,http://sws.geonames.org/2755281/,,vocopvarenden
,Wittenheim,,http://sws.geonames.org/2967318/,,vocopvarenden
,Bergum,,http://sws.geonames.org/2749742/,,vocopvarenden
,Ciprus,,http://sws.geonames.org/146670/,,vocopvarenden
,Beren,,http://sws.geonames.org/8379174/,,vocopvarenden
,Bilbao in Biscaijen,,,,ga
,Stugart,,http://sws.geonames.org/2825297/,,vocopvarenden
,Lindholm,,http://sws.geonames.org/2877178/,,vocopvarenden
,Fulda,,http://sws.geonames.org/2923822/,,vocopvarenden
,Carelcroon,,http://sws.geonames.org/2701713/,,vocopvarenden
,Helvarenbeek,,http://sws.geonames.org/2754066/,,vocopvarenden
,Leest,,http://sws.geonames.org/2793023/,,vocopvarenden
,Wietmarsen,,,,ga
,Naame,,http://sws.geonames.org/2790471/,,vocopvarenden
,Berck,,http://sws.geonames.org/3033415/,,vocopvarenden
,Pegau,,http://sws.geonames.org/2855068/,,vocopvarenden
,Stavelot,,http://sws.geonames.org/2786185/,,vocopvarenden
,Willand,,http://sws.geonames.org/2633916/,,vocopvarenden
,Wijck te Duursteden,,http://sws.geonames.org/2744483/,,vocopvarenden
,Tuticorin,,http://sws.geonames.org/1254022/,,vocopvarenden
,Schoorldam,,http://sws.geonames.org/2747488/,,vocopvarenden
,Osnaburg,,http://sws.geonames.org/2856883/,,vocopvarenden
,Bangale,,https://www.wikidata.org/wiki/Q80338,,vocopvarenden
,Sirckzee,,http://sws.geonames.org/2743913/,,vocopvarenden
,Bril,,http://sws.geonames.org/2758326/,,vocopvarenden
,Grandville,,http://sws.geonames.org/3014867/,,vocopvarenden
,Heininge,,http://sws.geonames.org/2754553/,,vocopvarenden
,Dramstad,,http://sws.geonames.org/2938913/,,vocopvarenden
,Nieuklooster,,http://sws.geonames.org/2750083/,,vocopvarenden
,Cherbon,,http://sws.geonames.org/3125415/,,vocopvarenden
,Fanu,,http://sws.geonames.org/2622340/,,vocopvarenden
,Leets,,http://sws.geonames.org/2644688/,,vocopvarenden
,Germersheim,,http://sws.geonames.org/2921034/,,vocopvarenden
,Ingen in Gelderland,,http://sws.geonames.org/2753316/,,vocopvarenden
,Groot Broek,,http://sws.geonames.org/2755211/,,vocopvarenden
,De Oude Loosdrecht,,http://sws.geonames.org/2748926/,,vocopvarenden
,Elbrug,,http://sws.geonames.org/2756232/,,vocopvarenden
,Aarm,,http://sws.geonames.org/2753638/,,vocopvarenden
,Lauterbach,,http://sws.geonames.org/2879921/,,vocopvarenden
,Polle,,http://sws.geonames.org/2748516/,,vocopvarenden
,Hemmendorff,,http://sws.geonames.org/2930521/,,vocopvarenden
,Eisden,,,,ga
,Wier,,http://sws.geonames.org/2744551/,,vocopvarenden
,Kork,,http://sws.geonames.org/2965140/,,vocopvarenden
,Locchum,,http://sws.geonames.org/2751537/,,vocopvarenden
,Sas,,http://sws.geonames.org/2747749/,,vocopvarenden
,Corterijk,,http://sws.geonames.org/2794055/,,vocopvarenden
,Name,,http://sws.geonames.org/2790471/,,vocopvarenden
,Orangien,,,,ga
,Weeze,,http://sws.geonames.org/2813410/,,vocopvarenden
,Overpelt,,http://sws.geonames.org/2789403/,,vocopvarenden
,Perna,,http://sws.geonames.org/589580/,,vocopvarenden
,Rump,,http://sws.geonames.org/2747808/,,vocopvarenden
,Brumen,,http://sws.geonames.org/2758177/,,vocopvarenden
,Verona,,http://sws.geonames.org/3164527/,,vocopvarenden
,Wijchen,,http://sws.geonames.org/2744514/,,vocopvarenden
,Mazijk,,http://sws.geonames.org/2791964/,,vocopvarenden
,Menaldum,,http://sws.geonames.org/2750965/,,vocopvarenden
,Boskop,,http://sws.geonames.org/2758547/,,vocopvarenden
,Suilichem,,http://sws.geonames.org/2743624/,,vocopvarenden
,Goudrak,,http://sws.geonames.org/2755410/,,vocopvarenden
,Lutjebroek,,http://sws.geonames.org/2751379/,,vocopvarenden
,Celebes,,http://sws.geonames.org/9062340/,,vocopvarenden
,Ditsum,,http://sws.geonames.org/2936703/,,vocopvarenden
,Meurse,,http://sws.geonames.org/2870221/,,vocopvarenden
,Clooster,,http://sws.geonames.org/2660132/,,vocopvarenden
,Braamsch,,http://sws.geonames.org/2945474/,,vocopvarenden
,Hoge Swaluwe,,,,ga
,'s Heeren Arendskerk,,http://sws.geonames.org/2747358/,,vocopvarenden
,Pruisch Minden,,,,ga
,Immenhausen,,http://sws.geonames.org/2896279/,,vocopvarenden
,Gengenbach,,http://sws.geonames.org/2921355/,,vocopvarenden
,Havre de Graas,,http://sws.geonames.org/3003796/,,vocopvarenden
,Aalt,,,,ga
,Languedoc,,http://sws.geonames.org/3007671/,,vocopvarenden
,Cadir,,http://sws.geonames.org/6356927/,,vocopvarenden
,St Anna,,http://sws.geonames.org/2747297/,,vocopvarenden
,Tripton,,http://sws.geonames.org/7533463/,,vocopvarenden
,Spijkenisse,,http://sws.geonames.org/2746932/,,vocopvarenden
