uri,label,sameAs_tgn,sameAs_geonames,sameAs_ecartico,provenance
,Nexos in Bornholm,,,,ga
,Croizie,,,,ga
,Overvecht,,,,ga
,Stolt,,,,ga
,Heerlijkheid Breust,,,,ga
,Vilance,,,,ga
,Opper en Nederselesien,,,,ga
,Oude Ghijn,,,,ga
,Zuilwijk,,,,ga
,Passavant en Argonne,,,,ga
,Province of Groningen,,,,ga
,Shelte in Stafforsre,,,,ga
,Drebek,,,,ga
,Bidache,,,,ga
,St. Martin Olonezande ijland zee d'Ollerou Brouage,,,,ga
,Havre de Grace of Honfleur,,,,ga
,Spoenwijk,,,,ga
,Dwingelo in het Landschap Drenthe,,,,ga
,de Drooge Ham,,,,ga
,Laagen bij het Graafschap Benthem,,,,ga
,Mimisan sur le côté de Gallicien,,,,ga
,Thaamer aan den uithoorn,,,,ga
,Putzig in Poolen,,,,ga
,Hartenstein in Westphalen,,,,ga
,Penmarch,,,,ga
,Meulwater,,,,ga
,Tetroode,,,,ga
,Wittebie,,,,ga
,Vlamburgerhooft,,,,ga
,Sariente opt eiland van Cecilien,,,,ga
,Sint John in the Westindia,,,,ga
,Nantucket,,,,ga
,eierland bij Texel,,,,ga
,Muscow,,,,ga
,Twisckt,,,,ga
,St. Ribes,,,,ga
,Hambungen Berg,,,,ga
,Galmsböll in het Holsteynse,,,,ga
,Ambagte van Diemen in Buytenkerk,,,,ga
,Bramss,,,,ga
,Castnes en Languedoc,,,,ga
,Ferrare,,,,ga
,Angerville,,,,ga
,Oosteinde van Tessel,,,,ga
,Beert in't Olde ampt in Groeningerland,,,,ga
,Riff van Lesou,,,,ga
,Trennel,,,,ga
,Meeuwen Steen,,,,ga
,Goezee,,,,ga
,Reede van Tessel,,,,ga
,Gerechte van Absteede,,,,ga
,Baarndze Veenakkeren,,,,ga
,Grevenmachern,,,,ga
,Groote Kamp naast Van Veeren,,,,ga
,Gerechte van Galekop nabij de Kikvorsth,,,,ga
,Kees Louwensteegje,,,,ga
,Middelgreep,,,,ga
,Eikenbosje van de diaconie van Baaren,,,,ga
,Sainte Foy,,,,ga
,Aviles,,,,ga
,Luanco,,,,ga
,Cappienas,,,,ga
,Saintipolite,,,,ga
,Rokog,,,,ga
,Rio de Essequebo,,,,ga
,Agxwijk,,,,ga
,Montauban in Frankrijk,,,,ga
,Zwartwout,,,,ga
,op de Hoeff,,,,ga
,De rivier van Bristol,,,,ga
,Hongrood,,,,ga
,Kingsreede,,,,ga
,Renselaarswijck,,,,ga
,Motte Creecq tot Surinamen,,,,ga
,Kleinen Overtoom,,,,ga
,Alippo,,,,ga
,Loly,,,,ga
,Grave in de lande van Kuyk,,,,ga
,Surinaamen in Westindien,,,,ga
,Cardif,,,,ga
,Ornay,,,,ga
,Ilsercombe,,,,ga
,Chers Conci,,,,ga
,Revier van Bordeaucx,,,,ga
,Indie de  Franke,,,,ga
,Stangezond,,,,ga
,Moffet,,,,ga
,Kettenigh,,,,ga
,Thorne,,,,ga
,Rimpelaar bij Putten in Gelderland,,,,ga
,Wollien bij Stettin,,,,ga
,Illkirch,,,,ga
,Hesse Darmstatt,,,,ga
,Wittumgath,,,,ga
,Reukoppen in de Belt,,,,ga
,Nieuw Lanson,,,,ga
,Gaillac,,,,ga
,Cloitre Ste,,,,ga
,Schimmelkoog,,,,ga
,Cheribon de Java,,,,ga
,Moone,,,,ga
,Portonco,,,,ga
,Montbiliard,,,,ga
,St  Martin in de West Indiën,,,,ga
,Monninkkendam,,,,ga
,Sams,,,,ga
,Mourik in Gelderland,,,,ga
,Gietersloh,,,,ga
,Asmonshausen,,,,ga
,Hort,,,,ga
,Oude Waalder Polder,,,,ga
,La Croix,,,,ga
,Elding by Dantzig,,,,ga
,Seudras,,,,ga
,Rem Suam,,,,ga
,Chevigne,,,,ga
,Habel de Gras in Frankrijk,,,,ga
,Dijkerich int land van Lutzeborch,,,,ga
,Desmary,,,,ga
,Wochenum,,,,ga
,Junkershamer,,,,ga
,Theemes,,,,ga
,Port Saint Marie,,,,ga
,Dieppe in Picardien,,,,ga
,Rivier de Elve,,,,ga
,Acxwiel,,,,ga
,Wavres,,,,ga
,le Huitieme,,,,ga
,Enterrée,,,,ga
,Frederichstad in Noorwegen,,,,ga
,Canal,,,,ga
,Cru des Isles francoise,,,,ga
,Goulé,,,,ga
,Quinque,,,,ga
,Coppenhaagen in Zweden,,,,ga
,Caars,,,,ga
,Prussia,,,,ga
,IJland ree d'Olleron Brouage of Seudres,,,,ga
,St. Martin Olonezande,,,,ga
,onder Druintjes,,,,ga
,Saxenhilburgousen,,,,ga
,Althen in het Graafschap Sutphen,,,,ga
,Servetsteegh,,,,ga
,Heer Huigenswaardt,,,,ga
,Breeveld,,,,ga
,Zuid Schalkwijk,,,,ga
,Neuve Maison en Tirach,,,,ga
,Vrundenberg,,,,ga
,Dunjum,,,,ga
,Inst in Oost-Friesland,,,,ga
,Hartz (duitsland),,,,ga
,Spanijen,,,,ga
,Naauw van de straat,,,,ga
,Castelnaut,,,,ga
,Roveredo,,,,ga
,Wije in Overijssel,,,,ga
,Slattenburg,,,,ga
,Ratisbonne,,,,ga
,het eiland Terceira,,,,ga
,Nieuw Bonavontura onder Strijen,,,,ga
,Munviedno,,,,ga
,Exter onder Herfort in Pruissen,,,,ga
,Rochefort in Bretagna,,,,ga
,de Eerdholms,,,,ga
,Thames,,,,ga
,Wurden in 't Landschap Ditmartschen,,,,ga
,Colonie van Rio Essequebo,,,,ga
,Oostenrijks en Frans Vlaanderen,,,,ga
,Ayneur pres de Liege,,,,ga
,Heisant Tabago,,,,ga
,Caap St. Domingo,,,,ga
,Witringen bij Kassel,,,,ga
,Cuilsteert,,,,ga
,Maccam,,,,ga
,Bretz,,,,ga
,Zeylande,,,,ga
,t Amelandse Gat,,,,ga
,St. Martins,,,,ga
,Campen (Overijssel),,,,ga
,Île de Cayenne,,,,ga
,Buitenvelders polder,,,,ga
,St Lesier,,,,ga
,Cote St. Domingue,,,,ga
,Cap Frankais Isle,,,,ga
,Jan Marienburg alias Heiligena,,,,ga
,Nieuwe-Amstelland,,,,ga
,Epana,,,,ga
,Flaambourogh,,,,ga
,Koninsberg,,,,ga
,eiland Jamaica,,,,ga
,Groot Brittannische,,,,ga
,Brunswijks Lunenburgse,,,,ga
,Lowhariport,,,,ga
,Grinock,,,,ga
,Schiffdorff,,,,ga
,L'Isle de Jersey,,,,ga
,Bruxyelles,,,,ga
,Mijnersen,,,,ga
,Oud Haarlem,,,,ga
,Reinscheid,,,,ga
,Hoofdplaat,,,,ga
,Stochard,,,,ga
,Ottenstein tot Ahuis,,,,ga
,de Wolft,,,,ga
,Schoters - eiland,,,,ga
,Meierije van Den Bos,,,,ga
,Duyst,,,,ga
,Koolf,,,,ga
,Pressenholm in Noorwegen,,,,ga
,Veese,,,,ga
,Hattem op de Veluwe,,,,ga
,Lemoges,,,,ga
,Thier,,,,ga
,Vries in Drente,,,,ga
,Blindesond,,,,ga
,Broodidon in Engeland,,,,ga
,Basle dans Switzerland,,,,ga
,Vianen bij Utrecht,,,,ga
,Omphal,,,,ga
,Dendekom,,,,ga
,Naters,,,,ga
,Rugge int Brielsland,,,,ga
,Idershem,,,,ga
,Elsingar,,,,ga
,Kaap Grenes,,,,ga
,de Punt Desperez,,,,ga
,Riessen boven Zwol,,,,ga
,Gerderen,,,,ga
,Elisabeth Maria Cromhout,,,,ga
,Taames,,,,ga
,Kervenheim nabij Cleeve,,,,ga
,Rhijberck,,,,ga
,Auwerswa@@ uit Pruisen,,,,ga
,St Wendell,,,,ga
,Schutterop in het graaffschap Bentheim,,,,ga
,IJverland,,,,ga
,Walsum,,,,ga
,Epinghofen,,,,ga
,Hamborn,,,,ga
,Aldenrade,,,,ga
,Lakum,,,,ga
,Sterkrade,,,,ga
,Couron op de Rievier van Nante,,,,ga
,Wickraht in t Guliksch,,,,ga
,Colbergen in de Oostzee,,,,ga
,Kettenis in Schotland,,,,ga
,Schagerrack bij het eiland Koster,,,,ga
,Halberstad in Duitsland,,,,ga
,Meidrich en Lakum,,,,ga
,Grave en Lande van Cuik,,,,ga
,Ocaja,,,,ga
,Terneetse banken,,,,ga
,Oicajez,,,,ga
,Port St. Mauritius,,,,ga
,Mareezen bij Den Bosch,,,,ga
,Montreau,,,,ga
,Saltiel,,,,ga
,Ginderdeuren,,,,ga
,Rio de Lahacha,,,,ga
,Spaanse Westindisch,,,,ga
,Ede in de Veluwen,,,,ga
,Peulwits Stettin,,,,ga
,Minsen in Jeverland,,,,ga
,opt ooster ende van Texel,,,,ga
,eiland Föhr,,,,ga
,Etelsbergh,,,,ga
,Amiens en Picardie,,,,ga
,Helgerume in Zweden,,,,ga
,Malage,,,,ga
,Rettenes (schotland),,,,ga
,Longny,,,,ga
,Bishopgate Straat Londen,,,,ga
,eiland Taijowan,,,,ga
,eiland Formosa,,,,ga
,Den Deurloo,,,,ga
,de Roompot,,,,ga
,Crewert,,,,ga
,Haarlemmerlie,,,,ga
,Handrop in het Pruissische,,,,ga
,Hoeve in de Baronnie van Breda,,,,ga
,Bahrsond,,,,ga
,Swinö,,,,ga
,de Thaames,,,,ga
,Caillais,,,,ga
,Para in Suriname,,,,ga
,Brittenferrij,,,,ga
,Graafschap Glamorgen,,,,ga
,Avansand,,,,ga
,Groote Veem,,,,ga
,Isle of Grenezaij,,,,ga
,Marl,,,,ga
,inde Rijp,,,,ga
,Muyten,,,,ga
,Oschestrand,,,,ga
,Embes,,,,ga
,Gonsac,,,,ga
,St. Emillon,,,,ga
,Cuinre,,,,ga
,Surta Vecchia,,,,ga
,Caap de Antieser,,,,ga
,'t Emtincks bosch,,,,ga
,Carrara,,,,ga
,Fredriksburg,,,,ga
,Auçois in de Provintie van Maurienne in Savoijen,,,,ga
,Avesne,,,,ga
,Rei a port of England,,,,ga
,Bummel,,,,ga
,Nieuwe Opslacher,,,,ga
,Oostjindien,,,,ga
,Zwolle in Overlissel,,,,ga
,Harkenblech in 't ampt Coldingen,,,,ga
,Hanzinne in 't land van Luik,,,,ga
,Marie Classen,,,,ga
,Chastelet in 't land van Luik,,,,ga
,Asperen in Zuid Holland,,,,ga
,Walderatz in het land van Luik,,,,ga
,Nancy in Lotharingen,,,,ga
,Baarenburg in het Hanoversche,,,,ga
,Natert,,,,ga
,Hatelt,,,,ga
,Tourlach,,,,ga
,Cap Frankais St. Domingue,,,,ga
,Biens,,,,ga
,Sil,,,,ga
,Nortcapping in Zweden,,,,ga
,Brunsweik,,,,ga
,Paramaribo in de Collonie Surinamen,,,,ga
,Holisloot in North Holland,,,,ga
,Isles Françoises de Amerique,,,,ga
,Isle St Thomas,,,,ga
,Vensersloot,,,,ga
,Nanteuil,,,,ga
,Kuttenplan,,,,ga
,Saint Bonnet en Suisse,,,,ga
,Laaten,,,,ga
,Langendijk tot Noortscharwout,,,,ga
,Nordermeuw,,,,ga
,Looge,,,,ga
,Hente,,,,ga
,Wierjockie,,,,ga
,Vuydam,,,,ga
,Sevelien,,,,ga
,Lyons,,,,ga
,Yland Ruge,,,,ga
,Stoetewegen,,,,ga
,Clein Poelgeest,,,,ga
,Guilickerland,,,,ga
,Glebbick,,,,ga
,Blomberg in 't Lipsche,,,,ga
,Saphy in Barbarien,,,,ga
,Noowegen,,,,ga
,Weelen,,,,ga
,Brest uit Frankrijck,,,,ga
,Mareezen in de Meierij van den Bosch,,,,ga
,Lewaarden in the Province of Frizia,,,,ga
,Tijrstrup bij Hadersleeven,,,,ga
,Beelt,,,,ga
,Weeversvleet,,,,ga
,Rockhall,,,,ga
,Thaames,,,,ga
,Isles de l'Amerique Françoise,,,,ga
,Sourabaijaar in Oostindien,,,,ga
,Walnots,,,,ga
,de Reede van Morlaix,,,,ga
,Westuffeln in Hessenland,,,,ga
,Autriche,,,,ga
,Cherbres,,,,ga
,Lauzanne canton de Berne,,,,ga
,Vevay Canton de Berne,,,,ga
,Bilbao Asa,,,,ga
,De Zwaanebalg,,,,ga
,'t Nieuwe Diep op Texel,,,,ga
,Surzach,,,,ga
,St Cruz de Barberia,,,,ga
,St. Martin Joli di Ru,,,,ga
,Estapona,,,,ga
,Jupiter in Spangien,,,,ga
,Venus Malga,,,,ga
,Ste. la More,,,,ga
,Pera de Constantinopolen,,,,ga
,Neuwind,,,,ga
,Santjago,,,,ga
,Bakenstedt in 't Forstendom Anhalt Berrenborch,,,,ga
,St. Walburge,,,,ga
,Tassy,,,,ga
,Ven:a,,,,ga
,Fero in Torshaven,,,,ga
,Jugazan pres de Rauzan,,,,ga
,Rivier Commowyne,,,,ga
,Norklöping,,,,ga
,Karspel Marne,,,,ga
,Anscaumeville en Caux,,,,ga
,Bouville en Caux,,,,ga
,Peronne,,,,ga
,Slaan,,,,ga
,Loubes,,,,ga
,Nederlands Oostindiën,,,,ga
,Zandwyk binnen Thiel,,,,ga
,Saffy de Barbarie,,,,ga
,Eustatia,,,,ga
,Vallan Lienne,,,,ga
,Samest in Klijn Polen,,,,ga
,Frederixhal uit Noorwegen,,,,ga
,Bergues en Norwege,,,,ga
,Florij,,,,ga
,Eemnesserweg,,,,ga
,Hollandsche Radenen,,,,ga
,Mustezarie bij Wijburg,,,,ga
,La Poeripa Creecq,,,,ga
,New Port Rhode Island,,,,ga
,Keeverdijker Polder,,,,ga
,Bolland in Out Beierland,,,,ga
,De Klooff in Noorwegen,,,,ga
,Valeyre sous Montagny (kanton Bern),,,,ga
,souverijn Leenhove van Brabant tot Brussel,,,,ga
,Luwden in het Paterbornse,,,,ga
,Borcum in Oost-Friesland,,,,ga
,Caap Ann off Glossester in Noord America,,,,ga
,Coedensburg,,,,ga
,Lonen bij Hessen Cassel,,,,ga
,Eyland Tudit,,,,ga
,Haaks bij Texel,,,,ga
,Caillebeuf,,,,ga
,Amersfoort voor de Rivier de Eems,,,,ga
,Kielenbeuff,,,,ga
,Boeghcarspel uit de Streek,,,,ga
,Bolbao,,,,ga
,de Hollandse Ankeveense Polder,,,,ga
,Hooghcarspel in de Streek,,,,ga
,Coire,,,,ga
,Cherante in Frankrijk,,,,ga
,de Linge,,,,ga
,Padang op Sumatra,,,,ga
,Frankkforte,,,,ga
,la Cote du l'Isle du Dieu,,,,ga
,ambaght van Thamen,,,,ga
,Merckstein bij Hertigenraad in Gulikerland,,,,ga
,Rheede van Rochefort,,,,ga
,Ayeneux,,,,ga
,Enschedé in 't Overeiselse,,,,ga
,Hirfort,,,,ga
,Olde Walden,,,,ga
,inde Polder genaamt het Nieuweland,,,,ga
,inden Eylande van Texel,,,,ga
,opden Dorpe vande Hoorn,,,,ga
,Appenrade in 't Holteinsche,,,,ga
,Wemijss,,,,ga
,Paramarika Creecq in Surimame,,,,ga
,Petkummer Monneken in Oost-Friesland,,,,ga
,Moordrechtse Dorp bij Tergouw,,,,ga
,t'Utrecht,,,,ga
,Schrauenhagen,,,,ga
,St Andero Coruna,,,,ga
,Sidenburg in t Hanoversche,,,,ga
,Perros,,,,ga
,De Zeeven Eilanden,,,,ga
,Banda dans les Indes Orientales,,,,ga
,Bagnol,,,,ga
,Zaandijk in Holland,,,,ga
,Cappasser,,,,ga
,Italiaanse Kust,,,,ga
,Eusen,,,,ga
,Portvendre,,,,ga
,Emmerleff in Jutland,,,,ga
,Morgies in het canton Bern,,,,ga
,Losaane in het canton Bern,,,,ga
,Loanda St. Paolo in Angola,,,,ga
,Basse Normandie,,,,ga
,Dantumadeel in Friesland,,,,ga
,Pariba Rio Grando,,,,ga
,Lowenförde,,,,ga
,Nijstad in het Meekelenburgse,,,,ga
,Reefcol,,,,ga
,Wolthuise voor Embden,,,,ga
,De Perckel,,,,ga
,Geerden in 't Osnabrugse,,,,ga
,Chalon sur Marne,,,,ga
,St Quintien,,,,ga
,De Ransel,,,,ga
,Oostereem,,,,ga
,Allon in Schotland,,,,ga
,Flikkeröe,,,,ga
,Barnados,,,,ga
,Boysont,,,,ga
,Forn in 't Graafschap Zutphen,,,,ga
,Bottel,,,,ga
,Nieuw Cromstrijen,,,,ga
,rheede van Alicante,,,,ga
,Wildervank in Groningen,,,,ga
,Poolsgroech in de Langesont in Noorwegen,,,,ga
,Landen van Hagestein,,,,ga
,Suddres in Frankrijk,,,,ga
,Astrachan in Rusland,,,,ga
,Julfa in Persien,,,,ga
,Carspel van Asch,,,,ga
,Bensicom Malsum,,,,ga
,Calcote in Indien,,,,ga
,Nederhorst of ten Berg,,,,ga
,De Oudwaalder Polder,,,,ga
,Ellensterdammerziel,,,,ga
,Nieuw Cassel in Pensilvanien Gouvernement,,,,ga
,New Castle op Delaware,,,,ga
,Ayeneux bij Luik,,,,ga
,Grevenbroeck,,,,ga
,Moordze kust,,,,ga
,Tariefa,,,,ga
,Aagelus,,,,ga
,Remscht,,,,ga
,Haullijn,,,,ga
,Hooge Vuurst,,,,ga
,Leveren int Brandenburgs,,,,ga
,Villa Nova in Portugal,,,,ga
,Vosjen,,,,ga
,Charmont,,,,ga
,Hanlei,,,,ga
,Pontarlier,,,,ga
,Frankhe Comté,,,,ga
,Eggelits,,,,ga
,St Gervais,,,,ga
,de Rigaase Reede,,,,ga
,Schwidt,,,,ga
,Oland bij Stockholm,,,,ga
,d' Haar,,,,ga
,Brunn in Moldavien,,,,ga
,eiland Wangeroe,,,,ga
,Pijtshaak,,,,ga
,Sweidnits,,,,ga
,Dötichem in Gelderland,,,,ga
,Nunspeet bij Harderwijk,,,,ga
,Bramßht,,,,ga
,Graafschap Bokkenberg,,,,ga
,Tasmouth,,,,ga
,Zwienoord,,,,ga
,Oosterwyssel in Noorwegen,,,,ga
,Bünnde,,,,ga
,Jacataanse domeynen,,,,ga
,Nes op het eiland Ameland,,,,ga
,Piepen in Jutland,,,,ga
,Riebbe in Jutland,,,,ga
,Loosderff,,,,ga
,Marenne en Saintogne,,,,ga
,San Antonio,,,,ga
,Rijk van Portugal,,,,ga
,Hansdorf,,,,ga
,Overbraakse polder,,,,ga
,Brueige,,,,ga
,Blokzieldijk,,,,ga
,Sint Jaques in Tusson,,,,ga
,Swavelenburg,,,,ga
,Elsnabbe,,,,ga
,Schaar in Oldenborgerland,,,,ga
,int land van Schaar,,,,ga
,Thiers en Auvergne,,,,ga
,Chassignolles,,,,ga
,Assens,,,,ga
,Royaume d'Espagne,,,,ga
,Leuze jurisdiction de la ville de Mons,,,,ga
,Hasel pres de Mastricht,,,,ga
,Valenciennes en Haynaut François,,,,ga
,Pottes,,,,ga
,Lima rivier,,,,ga
,Ville Ricos,,,,ga
,Haya,,,,ga
,Blaricom in 't Gooyland,,,,ga
,Buttenburg,,,,ga
,Leögan,,,,ga
,Rodden,,,,ga
,Wonderendeel te Friesland,,,,ga
,Annonay,,,,ga
,Nevis,,,,ga
,Tenneriffse Bancken,,,,ga
,la Heye,,,,ga
,Graaffschap Linge,,,,ga
,Eestringen,,,,ga
,Bawinkel,,,,ga
,Nation Juive Portuguaise,,,,ga
,Revier van Treguier,,,,ga
,Guilicksche,,,,ga
,Cleeffsche,,,,ga
,Nieuwkerken in Gelderland,,,,ga
,faubourg St Antoine,,,,ga
,paroisse Ste Marguerite,,,,ga
,Elberfeld in Duitschland,,,,ga
,Cudelstraat,,,,ga
,Goudsche Sluis onder Alphen,,,,ga
,Cromar,,,,ga
,Waatergraavsche meer,,,,ga
,Graaffschap van Zutphen,,,,ga
,Fossa Seccu,,,,ga
,Bilfeldt,,,,ga
,Polisincho,,,,ga
,Sincho,,,,ga
,Wulffenbuttel,,,,ga
,Cleracq en Guienne,,,,ga
,Morin,,,,ga
,Carelssont,,,,ga
,St Jan Dangeli in Frankrijck,,,,ga
,Meerwijck,,,,ga
,Brekstroe in Noorwegen,,,,ga
,Aumolen in Zweden,,,,ga
,Schale in het Graafschap Tekelenborgh,,,,ga
,Rijfracken im Wald,,,,ga
,Cap Frankais Isle de St Domingue,,,,ga
,Groenloo in Gelderland,,,,ga
,Mediterraneo,,,,ga
,Colonie Demerary in de Westindiën,,,,ga
,t Wollegast,,,,ga
,Murcie,,,,ga
,Krimpe op de Lecq,,,,ga
,Westermarsch in 't Holsteinsche,,,,ga
,Den Hoorn (Texel),,,,ga
,Dropt onder Noorwegen,,,,ga
,Putten bij Elburg,,,,ga
,Vinea,,,,ga
,Augermanland,,,,ga
,Bergiracq en Perigord,,,,ga
,Sinta Crux de Theneriffa,,,,ga
,Bendel in de meierije van shertogenbosch,,,,ga
,Maarheze,,,,ga
,het klokkeland,,,,ga
,Donkerstraat binnen Utreght,,,,ga
,Zalestraat,,,,ga
,de Poortweg binnen Utreght,,,,ga
,Hoijer bij Tondern,,,,ga
,Olt Rutenburg,,,,ga
,Hagensdorp,,,,ga
,Twe= Nijenhuisen,,,,ga
,Riemselo in het hertogdom Osnabrug bij Meller,,,,ga
,Douglas (Isle of Man),,,,ga
,Arkelen,,,,ga
,Yarmuide in Engeland,,,,ga
,de Reede van Dantsigh,,,,ga
,Port Maurizie,,,,ga
,Deux Ponts,,,,ga
,La Tour en Suisse,,,,ga
,Giulfa d'Ispahan,,,,ga
,Caziz,,,,ga
,Baaij van Jackmell,,,,ga
,Lipstad in het Graaffschap Lippe,,,,ga
,eiland Edam geleegen in Oostindien,,,,ga
,Larwigen,,,,ga
,Menszasa,,,,ga
,Baay van Punte Gaalen aan het eiland Ceylon,,,,ga
,Puy,,,,ga
,Wesschiel in Noorwegen,,,,ga
,Scheerhoorn,,,,ga
,Ilzem,,,,ga
,Schuurveldt,,,,ga
,Bekstege,,,,ga
,de Krimp,,,,ga
,Herlo in Noorwegen,,,,ga
,Pize en Toscanen,,,,ga
,de Haax bij Tessel,,,,ga
,Sada in Galicien,,,,ga
,De Curunna,,,,ga
,Armero in Silesien,,,,ga
,Noordgrond,,,,ga
,Ampt Leeroorth,,,,ga
,Noyon en Picardie,,,,ga
,Chauny pres Noyon,,,,ga
,Arle en Provence,,,,ga
,la rade de Bertaume,,,,ga
,Grandeville,,,,ga
,Glasgou in Noord Brittanien,,,,ga
,Bles,,,,ga
,Halles à Paris,,,,ga
,d'Querens,,,,ga
,St Peetersborgh,,,,ga
,Vevai,,,,ga
,Kirealdie,,,,ga
,Barwick in Schotland,,,,ga
,Lin bij Keiserswaart,,,,ga
,Dover in het Graafschap van Kent,,,,ga
,Huisen en Zuid Hollande,,,,ga
,Thurijn,,,,ga
,Weert in de Meierije van 's Bosch,,,,ga
,Platte Runne op de Elve,,,,ga
,Rijswijk bij Duurstede,,,,ga
,Rimme,,,,ga
,Letreur in Noorwegen,,,,ga
,Stolpermunde in Pommeren,,,,ga
,Lahr in Münsterland,,,,ga
,Wolgast in Zweeds Pommeren,,,,ga
,Schutterup in het graafschap Benthem,,,,ga
,Perigeux,,,,ga
,vander Veer in Zeeland,,,,ga
,Didem,,,,ga
,de Reede van Riga,,,,ga
,Eckelenfeur in Holstein,,,,ga
,Bordegera,,,,ga
,St Reimo,,,,ga
,Oldempt in Groen ingerland,,,,ga
,Scheindel in de Maijerije van den Bosch,,,,ga
,t eiland van Schiermunkooch,,,,ga
,t eiland vander Schellinck,,,,ga
,Guernasei,,,,ga
,Spire,,,,ga
,Stryen,,,,ga
,in de Beemster aan de Jisperweg,,,,ga
,Bay of Hunduras,,,,ga
,Erichem in het graafschap Buinen,,,,ga
,Flensburg aan de Belt,,,,ga
,Grizebo,,,,ga
,Nieuweheylsond,,,,ga
,Birgamo,,,,ga
,Gleerup,,,,ga
,Elfvlied,,,,ga
,Maria Meier,,,,ga
,Beachhead,,,,ga
,Wilrijck bij Antwerpen,,,,ga
,Gronau in 't graafschap Bentheim,,,,ga
,La Hollande,,,,ga
,Upe in t land van Limburg,,,,ga
,Noortse kust omtrent Doggers Zant,,,,ga
,Brunel,,,,ga
,Helsingvoer in Zweden,,,,ga
,Oldenbroek op de Elve,,,,ga
,Warmond bij Leiden,,,,ga
,Inglaterra,,,,ga
,Visquart in Oost-Friesland,,,,ga
,Westerhuisen,,,,ga
,Lanhuisen in Oost-Friesland,,,,ga
,Cadiz en Espagne,,,,ga
,Port St Callao de Lima,,,,ga
,het gat van Tessel,,,,ga
,Hochepied,,,,ga
,Tonneins in Guienne,,,,ga
,Marche in Henegouwen,,,,ga
,Mirreira,,,,ga
,Merewere,,,,ga
,Haasbaart,,,,ga
,Moneu,,,,ga
,Baijruth,,,,ga
,byde Apkouwer meer aant Santpad,,,,ga
,Bussum buiten Naarden,,,,ga
,Polder genaamd de Laagerwaard,,,,ga
,Koudekerk aan de Revier den Rijn,,,,ga
,Wijk op Zee en Wijk aan Duin,,,,ga
,La Tramblade,,,,ga
,Herberden in Munsterland,,,,ga
,Rode Brug,,,,ga
,Wijenes,,,,ga
,Rougemont (kanton Bern),,,,ga
,riviere de Teames,,,,ga
,Corbel,,,,ga
,Frankfort sur le Mun,,,,ga
,Caille,,,,ga
,Barenburg onder het keurvorstendom van Hanover,,,,ga
,Lemps,,,,ga
,Lausanne en Suisse,,,,ga
,Tungeren in het land van Luik,,,,ga
,Zurzach in Zwitserland,,,,ga
,Terciera,,,,ga
,Onsaale,,,,ga
,Oretava,,,,ga
,eiland Borcum,,,,ga
,Longerff,,,,ga
,Mouvedrio,,,,ga
,Morittema,,,,ga
,'t IJland Silt,,,,ga
,Hesbrock,,,,ga
,Foulnes,,,,ga
,Dausenci in Bretagne,,,,ga
,Baai van Nantes,,,,ga
,St. Sebastiaan in Biskajen,,,,ga
,Neustadt Geudens,,,,ga
,Cardemine in Denemarken,,,,ga
,Gonsbach in Zweden,,,,ga
,Salkeeling in Noorwegen,,,,ga
,Bogt van Vaalmuyden,,,,ga
,Outsond,,,,ga
,IJarmuidse binnen banken,,,,ga
,Bijnserziel bij Ezens,,,,ga
,Nisme,,,,ga
,Saint Pierre Isle de Martinique,,,,ga
,Fredrikensiel in Jeverland,,,,ga
,Sieerbak in JUtland,,,,ga
,Lijngholm in Noorwegen,,,,ga
,Semelay,,,,ga
,Eydersteede,,,,ga
,Vlaak wat,,,,ga
,Hostmer in Munsterland,,,,ga
,Pelt (Luik),,,,ga
,Gordonne,,,,ga
,Revier de Deinjes,,,,ga
,Roche,,,,ga
,Rolle,,,,ga
,Port de l'Abbe,,,,ga
,Orientalles,,,,ga
,Roschell,,,,ga
,Zaamslag in Zeeland,,,,ga
,Provinces Unies,,,,ga
,Pays Bas,,,,ga
,Barzeracq,,,,ga
,St Crux in de West Indien,,,,ga
,Rood bij Stave,,,,ga
,Rees in 't Cleefsland,,,,ga
,Lonigen,,,,ga
,Limmerijk in IJsland,,,,ga
,Serin,,,,ga
,Kaagegat,,,,ga
,Darrenburg,,,,ga
,Lekkerland en Streeffkerk,,,,ga
,Lande van Putte,,,,ga
,Alfaques,,,,ga
,Corantin,,,,ga
,St Jean de Bruel,,,,ga
,Rietland buiten den Diemerdijk,,,,ga
,het Vuur van Marken,,,,ga
,Katninger Ziel op de rivier de eider,,,,ga
,Cassel te eisschen,,,,ga
,Herlingshausen,,,,ga
,St Aubin Chateauneuf,,,,ga
,Ollegron,,,,ga
,Saint Jean de Luz,,,,ga
,Noortvoorland,,,,ga
,Bavenes bij Porsgrund,,,,ga
,Swane Kliff,,,,ga
,Ziebe Tjeertsz,,,,ga
,Holmehaven,,,,ga
,Tromoe Sund,,,,ga
,Maine (hertogdom),,,,ga
,Silley of Sorlings,,,,ga
,Koblin in Groot Poolen,,,,ga
,Berne en Suisse,,,,ga
,Lutjeborgh in Oost-Friesland,,,,ga
,Oostdorp in Oost-Friesland,,,,ga
,Nes in Oost-Friesland,,,,ga
,Oosterend op Terschelling,,,,ga
,Risoer,,,,ga
,Nevelingshaven,,,,ga
,Strandvliet,,,,ga
,Helsum in Embdenland,,,,ga
,Eyland Ré in Frankrijk,,,,ga
,Groscouw,,,,ga
,Cape Gate,,,,ga
,Krempe bij Gelukstad,,,,ga
